boolean_relationship,relationship_info,pmid,chemical_name,disease_name,abstracts
False,describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapynan,17654274,voriconazole,diabetic,dematiaceous darkwalled fungi ubiquitous environment involvement invasive human infections rarely reported however organisms identified potential emerging pathogens particularly among immunocompromised hosts describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapy best knowledge patient first reported survivor mutabilis prosthetic valve endocarditis
False,amlodipine olmesartan combination therapy bedtime administration reduced better mbps correcting nocturnal bp fall improved urinary albumin excretionnan,20828223,amlodipine,MBPS,chronotherapy potential improve blood pressure bp variability decrease stroke cardiovascular events present study examined efficacy safety bedtime administration amlodipineolmesartan combination therapy compared morning administration present study openlabel randomized crossover study effects morning vs bedtime administration amlodipineolmesartan combination subject essential hypertensive patients morning bp surge mbps nocturnal bp pattern analyzed ambulatory bp data glucose lipid profiles cardiovascularrenal data also collected bedtime administration reduced mbps significantly  mmhg vs  mmhg
False,two recently developed sulfide derivatives anilinoacridines acridinylaminophenylthiophenylhydroxyethylaminoethanol ck acridinylaminophenylthiophenylhydroxypropylaminopropanol ck displayed potent cytotoxic activity multiple cancer cell linesnan,18454048,3-({4-[4-(acridin-9-ylamino)phenylthio]phenyl}(3-hydroxypropyl)amino)propan-1-ol/CK0403,multiple cancer,9-anilinoacridine contains tricyclic planar aromatic structure enables dna intercalation inhibition topoisomerase ii two recently developed sulfide derivatives anilinoacridines acridinylaminophenylthiophenylhydroxyethylaminoethanol ck acridinylaminophenylthiophenylhydroxypropylaminopropanol ck displayed potent cytotoxic activity multiple cancer cell lines invitro enzymatic assay demonstrated ck ck directly inhibit decatenation reaction topoisomerase iialpha cells exposed ck showed dna fragmentation activation caspase caspase indicating triggers caspasedependent apoptosis supported fact cytotoxicity drugs attenuated pharmacological inhibition caspases zvadfmk studies wildtype primary mouse embryonic fibroblasts demonstrated play significant role cell death process initiated kind drug addition pharmacological inhibition polyadpribose polymeraseactivity moderately enhanced cytotoxic activity sulfide anilinoacridine suggesting polyadpribose polymerase may protective function anilinoacridineinduced cell death process
False,four receive atg alg two aplastic anemia two bone marrow suppressionnan,11144443,ATG,aplastic anemia,aplastic anemia rare wellrecognized complication acute hepatitis acute liver failure cause unknown condition fatal without bone marrow recovery treatment includes immunosuppression regimens bone marrow transplantation purpose study investigate incidence cause treatment outcomes disorder children
False,prospective randomized doubleblind study compared analgesic efficacy oral diclofenac resinate mgkg paracetamol mgkg control postoperative pain paediatric patients outpatient bilateral myringotomy tube insertionnan,11939442,paracetamol,postoperative pain,prospective randomized doubleblind study compared analgesic efficacy oral diclofenac resinate mgkg paracetamol mgkg control postoperative pain paediatric patients outpatient bilateral myringotomy tube insertion paracetamol commonly used oral analgesic paediatric patients compared new palatable syrup formulation diclofenac sixtythree asa ora sa children aged one year randomly assigned receive diclofenac group paracetamol group study drug given  minutes induction anaesthesia anaesthesia induced either inhalational sevoflurane intravenous thiopentone subjects received intravenous fentanyl microgkg intraoperatively postoperative pain assessed blinded observer using cheops score eyeopening  minutes children cheops score  received fentanyl microg kg number cases requiring rescue analgesia recorded groups comparable demographics induction technique duration anaesthesia time premedication induction anaesthesia overall cheops scores low groups times differ groups time twenty per cent diclofenac group paracetamol group required rescue analgesia statistically significant efficacy diclofenac mg kg paracetamol mg kg oral analgesic premedication bmt comparable children receiving anaesthetic included intraoperative administration fentanyl microg kg
False,therapy vasospasm using nimodipine hypertension haemodilution hypervolaemia instituted subsequent resolution symptomsnan,12002937,nimodipine,hypertension,case ocular toxicity vasospasm secondary quinine poisoning described therapy vasospasm using nimodipine hypertension haemodilution hypervolaemia instituted subsequent resolution symptoms
False,mg loading tests urinary fecal mg excretion also greater shks uhks groups sacs uacs groupsnan,9823441,Mg,SACS,aim study evaluate effect magnesium mg loading mg mgkg body wt daily mg supplements mg mgkg body wt mg deficiency shown increased decreased serum mg concentration hypokinesia decreased km numberd studies done prehypokinesia hypokinesia hk periods forty endurancetrained volunteers aged yr peak vo max mlkg min average kmd running distance chosen subjects equally divided four groups unsupplemented ambulatory control subjects uacs unsupplemented hypokinetic subjects uhks supplemented hypokinetic subjects shks supplemented ambulatory control subjects sacs shks sacs groups took daily mg elemental mgkg body wt subjected mg loading mg mgkg body wt shks uhks groups maintained average running distance kmd whereas sacs uacs groups experience modifications normal training routines diets prehypokinetic hypokinetic periods excretion mg feces urine concentration mg serum mg balance measured urinary serum sodium na potassium calcium ca also determined shks uhks groups fecal mg loss urinary excretion electrolytes serum concentrations electrolytes increased significantly
True,seventyeightyearold woman presented complete heart block refractory hypotension two days therapeutic dose sustainedrelease verapamil concomitant use metoprolol woman developed heart block taking two chemicals together verapamil metoprolol,7785794,metoprolol,heart block,seventyeightyearold woman presented complete heart block refractory hypotension two days therapeutic dose sustainedrelease verapamil concomitant use metoprolol patient continued remain hypotensive complete heart block even multiple uses intravenous atropine well high doses pressor agents dopamine dobutamine however shortly use intravenous calcium chloride refractory hypotension complete heart block resolved
True,one patients developed cardiac failure mg mmc mg doxorubicinnan,3137399,MMC,cardiac failure,since mitomycin mmc suggested cardiotoxic especially combined given following doxorubicin data dose dependency incidence concerning side effect known initiated prospective study obtain data subjects fortyfour mmctreated patients studied could evaluated patients studied repeated physical examinations chest xrays electro echocardiography radionuclide left ventricular ejection fraction ef determinations results evaluated per cumulative dose level one patients developed cardiac failure mg mmc mg doxorubicin cardiac failure predicted drop ef determined cold pressor test none patients developed clinical cardiotoxicity studied parameters change literature subject also reviewed based combined data present study literature suggest mmcrelated cardiotoxicity dose dependent occurring cumulative dose levels mg mainly patients also previously simultaneously treated doxorubicin incidence likely less even risk group
False,total free carnitine correlated inversely sex hormonebinding globulin shbg patients pcos whereas associations found acylcarnitines androgenesnan,22999793,carnitine,PCOS,determine fasting insulinstimulated levels carnitine precursors total free carnitine acylcarnitines evaluate impact pioglitazone treatment obese patients polycystic ovary syndrome pcos
True,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn  months institution naproxen therapypatient developed renal papillary necrosis starting naproxen therapy sentence says man previously treated sulindac implies sulindac taken time naproxen,6699841,sulindac,renal papillary necrosis/RPN,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn months institution naproxen therapy factor predisposing rpn could discovered sulindac substituted naproxen adverse renal effects occurred next months review previous reports linking rpn antiinflammatory drug use discuss possible advantages sulindac patients experienced renal toxicity antiinflammatory agents
False,main aim study assess whether omitting prophylactic postoperative topical antibiotics chloramphenicol influenced risk developing endophthalmitis cataract surgerynan,22151787,chloramphenicol,endophthalmitis,main aim study assess whether omitting prophylactic postoperative topical antibiotics chloramphenicol influenced risk developing endophthalmitis cataract surgery
False,aspirin metformin activator ampk increased inhibition mtor akt well autophagy crc cellsnan,22406476,metformin,CRC,aspirin reduces incidence mortality colorectal cancer crc unknown mechanisms cancer cells defects signaling via mechanistic target rapamycin mtor regulates proliferation investigated whether aspirin affects adenosine monophosphateactivated protein kinase ampk mtor signaling crc cells
True,environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silvernan,23638841,thallium,toxicity,rechargeable lithiumion liion lithiumpolymer lipoly batteries recently become dominant consumer electronic products advantages associated energy density product longevity however small size batteries high rate disposal consumer products used lack uniform regulatory policy disposal means lithium batteries may contribute substantially environmental pollution adverse human health impacts due potentially toxic materials research used standardized leaching tests lifecycle impact assessment lcia hazard assessment models evaluate hazardous waste classification resource depletion potential toxicity potentials lithium batteries used cellphones results demonstrate according us federal regulations defunct liion batteries classified hazardous due lead pb content average mgl  limit however according california regulations lithium batteries tested classified hazardous due excessive levels cobalt average mgkg  limit copper average mgkg  limit nickel average mgkg  limit liion batteries leached concentrations chromium lead thallium exceeded california regulation limits environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silver however relative contribution aluminum lithium human toxicity ecotoxicity could estimated due insufficient toxicity data models findings support need stronger government policy local national international levels encourage recovery recycling reuse lithium battery materials
True,animal experiments highdose exposure cd induced severe testicular interstitial hemorrhage edema increased incidence fetal death placental necrosis nan,16788562,Cd,necrosis,cadmium cd industrial environmental pollutant exerts adverse effects number organs humans animals reproductive organs testis placenta sensitive toxic effects cd animal experiments highdose exposure cd induced severe testicular interstitial hemorrhage edema increased incidence fetal death placental necrosis lowdose exposure cd affects steroid synthesis male female reproductive organs ministry environment japan listed cd strategy plan speed one chemicals suspected possible endocrine disrupting activity recently shown cd potent estrogen androgenlike activities vivo vitro directly binding estrogen androgen receptors however precise mechanisms underlying effects cd endocrine disruptor remain elucidated review discuss evidence thus far presented concerning effects cd endocrine system
False,followup data rave trial shown rituximab effective immunosuppression cyclophosphamide followed azathioprine antineutrophil cytoplasmic antibody anca associated vasculitis nan,24080801,azathioprine,vasculitis,followup data rave trial shown rituximab effective immunosuppression cyclophosphamide followed azathioprine antineutrophil cytoplasmic antibody anca associated vasculitis rituximab likely become standard care many patients anca disease however individualized approach needed identify require moreintense prolonged therapy
False,study designed assess activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab dapochr elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma dlbcl nan,20960528,doxorubicin,diffuse large B-cell non-Hodgkin lymphoma/DLBCL,study designed assess activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab dapochr elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma dlbcl
False,adequate intraoperative morphine use minimize postoperative pain subsequent need rescue analgesia nan,20827460,morphine,analgesia,although hip arthroscopy continues evolve use popularity grows little attention paid anaesthetic analgesic management patients undergoing procedure aimed report initial experience anaesthetic analgesic requirements consecutive series patients undergoing hip arthroscopy
False,prospective randomized doubleblind study performed compare renal cardiac effects ace inhibitor ramipril betablocker metoprolol first line therapy adpkd patients hypertension nan,17984104,metoprolol,hypertension,hypertension common complication autosomal dominant polycystic kidney disease adpkd prospective randomized doubleblind study performed compare renal cardiac effects ace inhibitor ramipril betablocker metoprolol first line therapy adpkd patients hypertension
False,suppression mitoxantrone cardiotoxicity multiple sclerosis patients dexrazoxane nan,16374818,dexrazoxane,multiple sclerosis,explore potential dexrazoxane suppress subclinical cardiotoxicity ms patients receiving mitoxantrone
True,patient required steroids repeated courses cyclophosphamide management lupus nephritis ursodeoxycholic acid ursolite administration resulted amelioration cholestatic laboratory abnormalities nan,12028402,ursodeoxycholic acid/ursolite,laboratory abnormalities,report yearold female presented years autoimmune cholangiopathy associated kaleidoscopic manifestations systemic lupus erythematosus sle including arthritis skin changes pleuritis diffuse proliferative glomerulonephritis lymphadenopathy splenomegaly hyperglobulinemia major depression antimitochondrial antibodies ama absent antinuclear ana antidna antibodies detected high titres associated hypocomplementemia patient also vitamin deficiency antiphospholipid antibodies patient required steroids repeated courses cyclophosphamide management lupus nephritis ursodeoxycholic acid ursolite administration resulted amelioration cholestatic laboratory abnormalities unusual case report review literature illustrate immune liver disease may important clinical manifestation sle especially autoimmune cholangiopathy
True,patients parkinson's disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daanan,21604834,dopamine,impulse control disorder/ICD,risktaking behavior characterized pursuit reward spite potential negative consequences dopamine neurotransmission along mesocorticolimbic pathway potential modulator risk behavior patients parkinsons disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daa behaviors associated icd include hypersexuality well compulsive gambling shopping eating behaviors potentially linked alterations risk processing using balloon analogue risk task assessed role agonist therapy risktaking behavior pd patients  without  active icd symptoms patients performed task daa daa increased risktaking pd patients active icd symptoms affect risk behavior pd controls daa dose also important explaining risk behavior groups similarly reduced risktaking high compared low risk conditions following occurrence negative consequence suggesting icd patients necessarily differ abilities process adjust aspects negative consequences findings suggest dopaminergic augmentation risktaking behavior potential contributing mechanism emergence icd pd patients
False,testosterone deficiency menopausal women common appreciated particularly patients hormone replacement surgical menopause nan,9711681,Testosterone,surgical menopause,women testosterone increasingly recognized steroid multiple nonreproductive effects testosterone deficiency menopausal women common appreciated particularly patients hormone replacement surgical menopause replacement established therapy male hypogonadism result innovative new delivery systems evolved optimize physiologic delivery however women modalities replacement remain underdeveloped present provide artificial andor supraphysiologic androgen levels review discusses androgen replacement modalities presently available women developed future use
True,thus memory problems attributed ecstasy reported novice users heavy users heavy users chisquare dfnan,12404677,Ecstasy,memory problems,recreational use mdmaecstasy methylenedioxymethamphetamine associated many psychobiological problems paucity data relate level past use
False,show epithelial ovarian cancer cells highly sensitive glucose deprivationinduced cell death like resveratrol glucose deprivation induces caspaseindependent cell death hallmarks autophagynan,17825886,glucose,ovarian cancer,resveratrol phytoalexin found grapes inhibits vitro growth multiple tumor cell types showed previously resveratrol induces autophagic cell death ovarian cancer cells autophagy typically adaptive response nutrient starvation hypothesized autophagy would also triggered ovarian cancer cells nutrient deprived resveratrol could fact acting inducing starvationlike signaling response
False,determine whether early effects zidovudine treatment cd lymphocyte count concentrations beta microglobulin neopterin hiv antigen antibody correlated survival patients aids aids related complexnan,1671651,zidovudine,AIDS,determine whether early effects zidovudine treatment cd lymphocyte count concentrations beta microglobulin neopterin hiv antigen antibody correlated survival patients aids aids related complex
False,objective randomized doubleblind parallelgroup multicentre study determine efficacy safety olmesartan medoxomil amlodipine combination therapy patients moderate severe hypertension failed respond treatment weeks openlabel amlodipine nan,19067471,amlodipine,hypertension,cerebrovascular cardiac adverse events significantly reduced effective antihypertensive therapy however bp control rates remain poor objective randomized doubleblind parallelgroup multicentre study determine efficacy safety olmesartan medoxomilamlodipine combination therapy patients moderate severe hypertension failed respond treatment weeks openlabel amlodipine
False,authors ongoing evaluation patients undergoing mh testing austria detected family new variant ryanodine receptor nan,18719443,ryanodine,MH,malignant hyperthermia mh hypermetabolic condition caused genetic disposition leading increased ca release sarcoplasmic reticulum exposure triggering agents authors ongoing evaluation patients undergoing mh testing austria detected family new variant ryanodine receptor guidelines suggest genetic tests possible individuals families mutations known aim study provide functional data establish potential link new variant susceptibility mh thus enable application genetic tests
False,aims evaluate association myxovirus resistance protein osteopontin suppressor cytokine signaling gene polymorphisms combination ilb assess therapy response hepatitis patients treated pegylated-interferon plus ribavirin nan,24212839,ribavirin,hepatitis C,suppressor cytokine signaling myxovirus resistance protein osteopontin gene polymorphisms may influence therapeutic response patients chronic hepatitis association il might increase power predict sustained virologic response aims evaluate association myxovirus resistance protein osteopontin suppressor cytokine signaling gene polymorphisms combination ilb assess therapy response hepatitis patients treated pegylatedinterferon plus ribavirin
True,peroxisome proliferatoractivated receptors ppars regulate transcription genes involved cholesterol homeostasis thus represent important therapeutic target terms reducing atherosclerosis nan,15136056,cholesterol,atherosclerosis,macrophage cholesterol homeostasis key process involved initiation progression atherosclerosis peroxisome proliferatoractivated receptors ppars regulate transcription genes involved cholesterol homeostasis thus represent important therapeutic target terms reducing atherosclerosis conjugated linoleic acid cla potent antiatherogenic dietary fatty acid animal models atherosclerosis capable activating ppars vitro vivo therefore study examined whether antiatherogenic effects cla vivo could ascribed altered cholesterol homeostasis macrophages macrophage derived foam cells several genes regulate cholesterol homeostasis investigated cla effect class scavenger receptor cd cistrans cla ctcla transcis cla tccla isomers augmented cd mrna expression
True,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache nan,11336083,delapril,headache,study designed investigate effect delapril ace inhibitor manidipine long action calcium antagonist persistent microalbuminuria normotensive type diabetic patients sixty type diabetic patients randomized take delapril mgday manidipine mgday weeks open label design twenty eight thirty subjects delapril group twenty nine thirty manidipine group completed study urine albumin excretion measured urinary albumin creatinine ratio decreased significantly groups  mgg  mgg delapril manidipine group respectively mgg significant changes fasting plasma glucose hbac serum fructosamine creatinine potassium lipid profiles weeks treatment groups two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache conclusion delapril manidipine effective reduction microalbuminuria normotensive type diabetic patients persistent microalbuminuria
True,insecticides ddt lindane aldicarb positively associated farmers lung among farmersnan,17182642,lindane,farmer's lung,farmers lung hypersensitivity pneumonitis important contributor respiratory morbidity among farmers
True,recently vigabatrin induced visual field constriction vfc abnormal ocular electrophysiological studies reportednan,10894216,vigabatrin,visual field constriction/VFC,vigabatrin antiepileptic drug particularly useful drugresistant partial seizures infantile spasms recently vigabatrininduced visual field constriction vfc abnormal ocular electrophysiological studies reported study assessed visual fields visual evoked potentials veps electroretinography erg children treated vigabatrin twentyfour visually asymptomatic children underwent clinical ophthalmological examination perimetry appropriate vep erg thirteen patients least one abnormal study vfc seen  patients perimetry  patients underwent vep testing  underwent erg testing abnormal examinations part abnormal veps ergs found children also vfc consistent trend longer treatment periods correlate vfc abnormal ergs veps summary half children treated vigabatrin demonstrated vfc abnormal ocular electrophysiological studies perimetry seemed sensitive modality identifying vigabatrin toxicity abnormal ergs veps primarily seen children vfc may useful monitoring children appropriate candidates perimetry although incidence vigabatrininduced vfc worrisome context intractable seizures infantile spasms therapeutic benefits must weighed risks
True,estimation cumulative cochleotoxic risk cystic fibrosis patients due repeated aminoglycoside therapy evidenced patients excluded study due hearing loss also requires characterizationnan,16801404,aminoglycoside,hearing loss,undertook assessment hearing patients cystic fibrosis taking part large randomized controlled trial versus threetimesdaily tobramycin pulmonary exacerbations cystic fibrosis topic study patients eligible standard pure tone audiometry performed across frequency range  khz highfrequency pure tone audiometry  khz also performed subset patients audiometry undertaken start tobramycin treatment end day course treatment followup  weeks later enrolled patients  children adults completed treatment nineteen patients excluded analysis due abnormal baseline audiometry complete pre posttreatment standard audiological data obtained patients found significant differences hearing thresholds assessed baseline end treatment followup  weeks later compared addition significant differences hearing thresholds detected treatment regimens similar results obtained subset patients underwent highfrequency audiometry conclude single day course tobramycin treatment patients cystic fibrosis preexisiting auditory deficit measurable effect hearing apparent either threetimesdaily treatment estimation cumulative cochleotoxic risk cystic fibrosis patients due repeated aminoglycoside therapy evidenced patients excluded study due hearing loss also requires characterization
False,high csa associated elevated ggt probably cholestatic effects explain increased mpag mpa rationan,16359376,MPAG,MPA,therapeutic drug monitoring mycophenolic acid mpa combination cyclosporine concentration csa  tacrolimus trough concentration  investigated repeated measurements mpa mpaglucuronide mpag trough concentrations renal allograft recipients first months posttransplant acute rejection rate lower vs 
True,knowledge first reported case extensive gastric intrahepatic mucormycosis responded combination posaconazole lamb without surgical debridementnan,19485785,posaconazole,gastric and intrahepatic mucormycosis,invasive opportunistic fungal infections caused agents mucorales involve gastrointestinal tract uncommon aggressive ubiquitous fungal spores typically inhaled germinate immunocompromised hosts standard therapy invasive mucormycosis includes parenteral amphotericin amb combination radical debridement infected tissues early diagnosis treatment paramount importance unfortunately longterm survival poor owing prohibitive morbidity mortality rates associated medical surgical therapies posaconazole novel extendedspectrum triazole oral antifungal agent documented success treatment patients invasive mucormycosis
False,dexamethasone versus ondansetron combination dexamethasone prophylaxis postoperative vomiting pediatric outpatients doubleblind randomized placebocontrolled clinical trialnan,22731240,ondansetron,prophylaxis of postoperative vomiting,determine frequency postoperative vomiting pov children submitted outpatient surgery compare efficacy antiemetic drugs preventing complication
True,occurrence myocardial infarction reported chemotherapy containing etoposide man risk factors coronary heart diseasenan,7619765,etoposide,myocardial infarction,occurrence myocardial infarction reported chemotherapy containing etoposide man risk factors coronary heart disease possible causal mechanisms discussed
True,adverse events laboratory test abnormalities similar among patients treated pravastatin placebonan,8001304,pravastatin,laboratory test abnormalities,multinational week randomized doubleblind placebocontrolled study evaluated efficacy safety lowdose pravastatin patients noninsulindependent diabetes mellitus niddm hypercholesterolemia serum total cholesterol concentrations mmoll  mgdl patients randomized receive pravastatin mg matching placebo doubling dose weeks predefined target levels total cholesterol ie decrease baseline achieved week pravastatintreated patients showed decrease serum lowdensity lipoprotein cholesterol ldlc reduction serum total cholesterol tc concentrations
True,depression memory problems anxiety mood fluctuation poor concentration infections tremorstwitches weight loss significantly associated extent ecstasy usenan,12404677,Ecstasy,weight loss,recreational use mdmaecstasy methylenedioxymethamphetamine associated many psychobiological problems paucity data relate level past use
False,furthermore incident anemia end reached group tzd group aceiarbtzdcoadministration ras inhibitors ppar agonists considered differential diagnosis hematocrit lowering anemia uncomplicated type diabetic patients normal serum creatinine nan,22441720,creatinine,anemia,therapy either angiotensin converting enzyme inhibitors angiotensin receptor blockers aceiarb thiazolidinediones tzd associated dosedependent decrements hematocrit hemoglobin levels aimed investigate impact coadministration tzd aceiarb hematocrit hemoglobin values uncomplicated patients type diabetes mellitus normal serum creatininedata patients type diabetes currently followed reviewed patients treated aceiarb andor tzd identified purpose study following groups stable nonanemic diabetic patients matched age gender bmi formed group aceiarb included patients aceiarb without tzd group tzd included patients tzd antihypertensive agents aceiarb group aceiarbtzd consisted patients combined therapy aceiarb tzd control group included patients never exposed aceiarb tzd clinical laboratory data collected prior initiation treatment monthsneither hematocrit hemoglobin showed significant change baseline end study group group aceiarb group tzd small statistically significant reduction hematocrit  point hemoglobin levels  gdl seen greater statistically clinically important reduction hematocrit  points hemoglobin  gdl levels observed group aceiarbtzd furthermore incident anemia end reached group tzd group aceiarbtzdcoadministration ras inhibitors ppar agonists considered differential diagnosis hematocrit lowering anemia uncomplicated type diabetic patients normal serum creatinine studies required clarify mechanisms cardiovascular consequences cost utility anemia workup patients
False,retrospectively evaluated effects heparin use thromboembolic bleeding complications implantation heartmate ii left ventricular assist device lvadnan,20400335,heparin,bleeding,anticoagulation heparin often used left ventricular assist device implantation transition longterm warfarin therapy retrospectively evaluated effects heparin use thromboembolic bleeding complications implantation heartmate ii left ventricular assist device lvad
True,results indicated complexation quinolinone schiff bases copper served significantly enhance cytotoxicity nan,22705894,copper,cytotoxicity,study determined cytotoxic cytoselective mutagenic potential novel quinolinone schiff base ligands corresponding copperii complexes humanderived hepatic carcinoma cells hepg nonmalignant humanderived hepatic cells chang results indicated complexation quinolinone schiff bases copper served significantly enhance cytotoxicity complex eethoxyhydroxybenzylideaminomethylquinolinhone tvfm exhibited lowest ic value following continuous exposure comparable cisplatin however results revealed tvfm lacked cytoselectivity nonmalignant cells additionally complex minimally effluxed cells via pglycoprotein pgp shown nonmutagenic standard ames test furthermore brdu incorporation assays showed capable inhibiting dna synthesis concentrationand timedependent manner however inhibition consequence dna intercalation illustrated electrophoretic mobility shift assays interestingly shown ligand capable inhibiting action topoisomerase ii lost following complexation indicated mechanism action novel copperii complex different parent ligand suggests tvfm may therapeutic role play treatment hepatocellular carcinoma studies currently underway elucidate exact vitro mechanism action novel metalbased anticancer agent
True,pathological lesions deposits igg mpo found immunized rats perfused mpo h2o2 without neutral protease mpo alone rat strains day day nan,8082301,H2O2,Pathological lesions,antineutrophil cytoplasmic antibodies anca including antimyeloperoxidase mpo antibodies associated pauciimmune necrotizing small vessel vasculitis glomerulonephritis order substantiate pathogenic role anca animal model pauciimmune ancainduced glomerulonephritis vasculitis required brouwer et al reported pauciimmune glomerulonephritis rats immunized human mpo followed perfusion kidneys lysosomal enzyme extract combined ho suggested could serve model ancainduced disease repeated studies spontaneously hypertensive rats shr brown norway rats bnr immunized rats human mpo circulating antimpo antibodies detectable indirect immunofluorescence microscopy elisa blood pressure measured perfusion left kidney rat done via renal artery closed bloodfree circuit either mpo ho mpo h2o2 alone mpo h2o2 neutral protease rats killed day day perfusion specimens examined light immunofluorescence microscopy pathological lesions deposits igg mpo found immunized rats perfused mpo h2o2 without neutral protease mpo alone rat strains day day degree histologic injury proportional intensity amount igg immune deposits spontaneously hypertensive rats sustained damage higher blood pressure brown norway rats lesion observed immunized rats perfused h2o2 nonperfused right kidneys nonimmunized rats perfused mpo h2o2 developed pathological lesions conclusion rat models examples immune complexmediated glomerulonephritis therefore similar human ancaassociated disease
False,shortterm study selected small study population sac ketotifen olopatadine diminished expression cams inflammatory markers conjunctival surface cells effectivelynan,16291412,olopatadine,SAC,topical antiallergic agents antihistamines mastcell stabilizers main therapeutic options seasonal allergic conjunctivitis sac ketotifen fumarate olopatadine hcl dual action offers combination mechanisms although clinical studies comparing efficacy drugs shown effective treatment sac results contradictory include effects drugs inflammatory markers
False,stroke useful strategy increase availability thereby exploit beneficial antiplatelet antiatherosclerotic haemodynamic neuroprotective propertiesnan,12605567,NO,stroke,therapeutic modulation nitric oxide system generated considerable interest new way managing many disease processes stroke useful strategy increase availability thereby exploit beneficial antiplatelet antiatherosclerotic haemodynamic neuroprotective properties pharmacologically achieved providing substrate using donors upregulating nitric oxide synthase alternatively one reduce availability inhibiting synthase thereby limiting proinflammatory neurotoxic properties article reviews developments norelated therapeutics treatment stroke particular emphasis compounds clinical research development pipeline although routine use therapeutics prevention treatment stroke cannot currently recommended evidently exciting stage pharmacological development definitive randomised controlled trials stroke patients required matter urgency
True,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugs nan,6127992,beta-adrenergic blocking drugs,cardiac failure,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugs clinical picture resolved completely cessation combined therapy baseline left ventricular function assessed cardiac catheterisation nuclear angiography normal two patients mildly reduced simultaneously administration betaadrenergic blocking drugs verapamil may result profound adverse interactions administered great caution
False,found carvedilol treatment significantly improved neuronal transmission improvement associated maintenance number less stable learning thin spines brains ad micenan,20579773,carvedilol,AD,oligomeric amyloid recently linked synaptic plasticity deficits play major role progressive cognitive decline alzheimers disease ad present evidence chronic oral administration carvedilol nonselective adrenergic receptor blocker significantly attenuates brain oligomeric amyloid content cognitive deterioration independent ad mouse models found carvedilol treatment significantly improved neuronal transmission improvement associated maintenance number less stable learning thin spines brains ad mice novel observation carvedilol interferes neuropathologic biochemical electrophysiological mechanisms underlying cognitive deterioration ad supports potential development carvedilol treatment ad
False,acid protease cathepsin activity increased tenfold patients died nearly fourfold survived fulminant hepatic failure paracetamol overdose whereas activities increased equally patients fulminant hepatic failure due viral hepatitis whether survivedparacetamol overdose causes fulminant hepatic liver failure text say caused viral hepatitis,7007443,paracetamol,viral hepatitis,activities lysosomal enzymes acid neutral protease nacetylglucosaminidase acid phosphatase measured serum patients fulminant hepatic failure acid protease cathepsin activity increased tenfold patients died nearly fourfold survived fulminant hepatic failure paracetamol overdose whereas activities increased equally patients fulminant hepatic failure due viral hepatitis whether survived correlation found serum acid protease activity prothrombin time increase cathepsin activity sustained several days compared aspartate aminotransferase showed sharp early peak fall circulating lysosomal proteases damage organs measurement activity may therefore added value assessing prognosis condition
False,nevertheless according currently available data patients hepatic presentation wilson disease probably effectively treated d-penicillamine nan,19210288,D-penicillamine,Wilson disease,consensus available optimal initial treatment wilson disease
False,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn months institution naproxen therapynan,6699841,naproxen,rheumatoid arthritis,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn months institution naproxen therapy factor predisposing rpn could discovered sulindac substituted naproxen adverse renal effects occurred next months review previous reports linking rpn antiinflammatory drug use discuss possible advantages sulindac patients experienced renal toxicity antiinflammatory agents
