boolean_relationship,relationship_info,pmid,chemical_name,disease_name,abstracts
True,endoscopy frequently reveals gastroduodenal disorder among lowdose aspirin users administration ba entericcoated aspirin warrant concern gastroduodenal ulcernan,18779739,aspirin,gastroduodenal disorder,"Low-dose aspirin is used for secondary prevention of ischemic heart disease and ischemic cerebrovascular disease. Currently, the frequency of gastrointestinal disorder among users of low-dose aspirin is unknown."
False, overt icteric hepatitis cases  thought true overt icteric posttransfusion hepatitis icterus caused reasons cases seven neonatal jaundice four hemolytic anemia one radiation hepatitis one halothane induced hepatitis two cases excluded chronic liver disease diagnosed imaging procedures despite serum alts normal range transfusionnan,7506644,halothane,liver disease,"The incidence of posttransfusion hepatitis and ""fulminant"" hepatitis was investigated by a plan devised at our hospital in December 1982. Of 2959 blood recipients between January 1982 and December 1988, 504 (22.5%) developed posttransfusion hepatitis, with a mean transfusion volume of 10.2 units. Of the 504 cases of posttransfusion hepatitis, ""icteric"" (T-Bil > 2.0 mg/dl) and ""overt icteric"" hepatitis (T-Bil > 5.0 mg-dl) developed in 111 cases (22.0%) and 28 cases (5.6%), respectively. Of the 28 overt icteric hepatitis cases, 13 (2.8%) were thought to be true overt icteric posttransfusion hepatitis because the icterus was caused by other reasons in the other 15 cases (seven neonatal jaundice, four hemolytic anemia, one radiation hepatitis, one halothane-induced hepatitis; two other cases were excluded because chronic liver disease was diagnosed by imaging procedures despite serum ALTs in the normal range before transfusion). The anti-HCV serostatus was investigated in five of the 13 true overt icteric posttransfusion hepatitis patients using blood specimens taken 180 days or more following the onset of posttransfusion hepatitis. Anti-HCV seroconversion occurred in three of the five cases (60%). HCV seroconversions were not seen in the cases in which the icterus was due to other reasons."
False,twentyone consecutive cancer patients morphineinduced delirium underwent opioid rotation fentanyl nan,16043013,fentanyl,delirium,"Although recent studies suggest that opioid rotation could be an effective treatment strategy for morphine-induced delirium, there have been no prospective studies to investigate the treatment effects of opioid rotation using fentanyl. The primary aim of this study was to clarify the efficacy of opioid rotation from morphine to fentanyl in symptom palliation of morphine-induced delirium. Twenty-one consecutive cancer patients with morphine-induced delirium underwent opioid rotation to fentanyl. Physicians recorded the symptom severity of delirium (the Memorial Delirium Assessment Scale, MDAS), pain, and other symptoms (categorical verbal scale from 0: none to 3: severe) and the Schedule for Team Assessment Scale (STAS) (from 0: none to 4: extreme); and performance status at the time of study enrollment and three and seven days after. Of 21 patients recruited, one patient did not complete the study. In the remaining 20 patients, morphine was substituted with transdermal fentanyl in 9 patients and parenteral fentanyl in 11 patients. Total opioid dose increased from 64 mg oral morphine equivalent/day (Day 0) to 98 mg/day (Day 7), and the median increase in total opioid dose was 42%. Treatment success, defined as an MDAS score below 10 and pain score of 2 or less, was obtained in 13 patients on Day 3 and 18 patients on Day 7. The mean MDAS score significantly decreased from 14 (Day 0) to 6.4 and 3.6 (Days 3 and 7, respectively, P < 0.001). Pain scores significantly decreased from 2.2 (Day 0) to 1.3 and 1.1 on the categorical verbal scale (Days 3 and 7, respectively, P < 0.001); from 2.6 (Day 0) to 1.6 and 1.3 on the STAS (Days 3 and 7, respectively, P < 0.001). Symptom scores of dry mouth, nausea, and vomiting significantly decreased, and performance status significantly improved. Opioid rotation from morphine to fentanyl may be effective in alleviating delirium and pain in cancer patients with morphine-induced delirium."
False,total patients ph pah nine ph lung disease eight chronic thromboembolic ph three inhaled single microg dose aviptadil rightheart catheterisationnan,18978135,aviptadil,PAH,"Pulmonary hypertension (PH) leads to an increased right ventricular workload, cardiac failure and death. In idiopathic pulmonary arterial hypertension (PAH) the vasodilating vasoactive intestinal peptide (aviptadil) is deficient. The aim of the present study was to test the acute effects on haemodynamics and blood gases, and the safety, of a single dose of inhaled aviptadil in chronic PH. A total of 20 patients with PH (PAH in nine, PH in lung disease in eight and chronic thromboembolic PH in three) inhaled a single 100-microg dose of aviptadil during right-heart catheterisation. Haemodynamics and blood gases were measured. Aviptadil aerosol caused a small and temporary but significant selective pulmonary vasodilation, an improved stroke volume and mixed venous oxygen saturation. Overall, six patients experienced a pulmonary vascular resistance reduction of >20%. In patients with significant lung disease, aviptadil tended to improve oxygenation. The pulmonary vasodilating effect of aviptadil aerosol was modest and short-lived, did not cause any side-effects and led to a reduced workload of the right ventricle without affecting systemic blood pressure. Aviptadil inhalation tended to improve oxygenation in patients with significant lung disease. Further studies are needed to evaluate the full therapeutic potential of aviptadil aerosol, including higher doses and chronic treatment."
True,diagnosis propylthiouracil ptu associated vasculitis made observation consistent clinical features detection elevated ana anca blood observed clinical resolution symptoms following withdrawal ptu nanthats nobrainer,16418614,PTU/propylthiouracil,vasculitis,"Palpable purpura is a concerning clinical finding in pediatric patients and can have many causes, including infectious and autoimmune processes. A rare cause, drug-induced vasculitis, may result from the production of antineutrophil cytoplasmic antibodies (ANCAs) in response to a medication. We report a girl with Turner syndrome and Graves' disease who presented with palpable purpuric lesions. The diagnosis of propylthiouracil (PTU)-associated vasculitis was made by observation of consistent clinical features, the detection of elevated ANA and ANCA in the blood, and the observed clinical resolution of symptoms following withdrawal of PTU. Subsequent treatment of persistent hyperthyroidism with radioablation did not result in an exacerbation of the vasculitis, a complication described in prior case reports."
False,speculate hiv-1-infected patients may risk chronic progressive granulomatous pneumonitis due silicone injection years procedure owing shifting levels cellmediated immunitynan,22288970,silicone,HIV-1-infected,"Silicone, commonly used in cosmetic procedures owing to its presumed inertness, can yield serious sequelae including acute embolization and pneumonitis. Chronic pulmonary sequelae in response to silicone injection have not been previously described. We report a case of chronic progressive granulomatous pneumonitis in response to subcutaneous silicone injections in a transgender male-to-female patient infected with human immunodeficiency virus 1 (HIV-1). After receiving silicone injections to the buttock, the patient developed rapid onset dyspnea, pleuritic chest pain, fever, and chills. Chest computed tomography revealed diffuse peripheral interstitial opacities. She responded symptomatically to prednisone with subsequent intermittent symptomatic flares. Four years later, she developed marked dyspnea and cough. Chest computed tomography showed progressive diffuse ground-glass and nodular opacities. Lung biopsies demonstrated numerous spheroid silicone particles within the lung interstitium and small pulmonary vessels, surrounded by foreign body giant cells and nonnecrotizing granulomatous inflammation. We speculate that HIV-1-infected patients may be at risk for chronic, progressive granulomatous pneumonitis due to silicone injection years after their procedure owing to shifting levels of cell-mediated immunity."
False,factors related drug alcohol use rather clinical factors influenced uptake treatment hcv nan,21495939,alcohol,HCV,To determine uptake of treatment for hepatitis C virus (HCV) infection and predictors of deferral of treatment for HCV by using prospectively collected data from the Australian Chronic Hepatitis C Observational Study (ACHOS).
True,present study demonstrated bufalin enhanced alltrans retinoic acid atra induced differentiation hl cells accompanied upregulation cbl family ubiquitin ligasesnan,18164258,ATRA/all-trans retinoic acid,HL,"The Casitas B-lineage Lymphoma (Cbl) family of ubiquitin ligases is multifunctional proteins that play important roles in different cell signaling pathways. It has been reported that c-Cbl and Cbl-b mRNAs are up-regulated during TPA-induced U937 and HL-60 cell differentiation. But the mechanism of the up-regulation and the roles of the Cbl family of ubiquitin ligases still remain unclear. In the present study, we demonstrated that bufalin enhanced all-trans retinoic acid (ATRA) induced differentiation of HL-60 cells, accompanied by up-regulation of the Cbl family of ubiquitin ligases. CsA, an inhibitor of calcium mobilization, reversed this up-regulation. Pretreatment with CsA and PS-341 did not affect the expression of CD11b, but suppressed the percentage of adherent cells. Lipid raft localization of Cbl-b enhanced cell adhesion, while C-terminal deletion partially suppressed the effect. Moreover, the expression of the adhesion-related kinases Pyk2 and Paxillin was up-regulated in parallel with the increase of Cbl proteins. These results suggested that up-regulation of c-Cbl and Cbl-b was involved in the regulation of ATRA and bufalin-induced HL-60 cell adhesion rather than cell differentiation, which might be mediated by lipid raft localization, ubiquitin ligase activity and C-terminal structure of Cbl proteins. Meanwhile, up-regulation of proline-rich tyrosine kinase (Pyk2) and Paxillin might also be implicated in this regulation."
True,dopamine antagonist fluphenazine antagonist sch antagonist sulpiride induced catalepsy nan,1687392,fluphenazine,catalepsy,"1. The catalepsy induced by dopamine antagonists has been tested and the possible dopamine subtypes involved in catalepsy was determined. 2. Dopamine antagonist fluphenazine, D-1 antagonist SCH 23390 or D-2 antagonist sulpiride induced catalepsy. The effect of fluphenazine and sulpiride was dose-dependent. Combination of SCH 23390 with sulpiride did not induce catalepsy potentiation. 3. D-1 agonist SKF 38393 or D-2 agonist quinpirole decreased the catalepsy induced by fluphenazine, SCH 23390 or sulpiride. 4. Combination of SKF 38393 with quinpirole did not cause potentiated inhibitory effect on catalepsy induced by dopamine antagonists. 5. The data may indicate that although D-2 receptor blockade is involved in catalepsy, the D-1 receptor may plan a role."
False,fgfr inhibitor ki23057 might therapeutically promising treating drugresistant gastric cancer cells especially used combination sn ptx vp16 nan,21482024,VP16,gastric cancer,"The aim of this study was to clarify the ability of a FGFR2 inhibitor, Ki23057, to enhance the chemosensitivity of drug-resistant gastric cancer cell lines when used in combination with chemotherapeutic drugs."
True,lithium induced nephrogenic diabetes insipidus considered reversible cessation therapy polyuria persisted patient ten years lithium stoppednan,9226773,Lithium,polyuria,"We report the case of a patient who developed severe hypernatraemic dehydration following a head injury. Ten years previously he had been diagnosed to have lithium-induced nephrogenic diabetes insipidus, and lithium therapy had been discontinued. He remained thirsty and polyuric despite cessation of lithium and investigations on admission showed him to have normal osmoregulated thirst and vasopressin secretion, with clear evidence of nephrogenic diabetes insipidus. Lithium induced nephrogenic diabetes insipidus is considered to be reversible on cessation of therapy but polyuria persisted in this patient for ten years after lithium was stopped. We discuss the possible renal mechanisms and the implications for management of patients with lithium-induced nephrogenic diabetes insipidus."
False,zaleplon review novel sedative hypnotic used treatment insomnia nan,11060714,Zaleplon,insomnia,"Zaleplon (N-[3-(3-cyanopyrazolo[1,5-a] pyrimidin-7-yl) phenyl]-N-ethyl acetamide) is a non-benzodiazepine recently introduced for clinical use. This agent is indicated for the short-term treatment of insomnia. Preclinical studies have shown that the benzodiazepines triazolam and Ro17-1812 can substitute for zaleplon in animals trained to distinguish zaleplon from saline. The benzodiazepine antagonist flumazenil can antagonise the discriminative stimulus effect of zaleplon. These findings suggest that zaleplon is recognised by animals as a benzodiazepine agent. Zaleplon is active after ip. and oral administration in a variety of motor performance tests, including locomotor activity, rotarod and the loaded grid. Zaleplon has been shown to be active in a number of different anticonvulsant models, including the pentylenetetrazole, isoniazid and electroshock models. The compound is also reported to be active against convulsions induced by bicuculline, picrotoxin and strychnine. Studies in anxiolytic models suggest that zaleplon may have weak anxiolytic activity. From preclinical studies, it appears zaleplon possesses a reduced risk of tolerance compared to triazolam, is less likely to potentiate the effects of ethanol and is unlikely to produce amnestic effects. In man, zaleplon is rapidly absorbed and undergoes extensive presystemic metabolism. The compound has a plasma half-life of approximately one hour and is metabolised primarily via the aldehyde oxidase system to form 5-oxo-zaleplon. This metabolite, along with other minor metabolites formed in vivo, do not appear to contribute to the activity of zaleplon. Metabolites of zaleplon are excreted primarily via the urine. Phase I studies suggest that single daytime doses of zaleplon up to 15 mg are well-tolerated. Short-term impairment of performance occurs when zaleplon is administered during the day at doses epsilon 20 mg. However, given the short half-life of the compound, significant impairment of daytime performance is unlikely if zaleplon is administered at bedtime or shortly after retiring for the evening. Results from Phase II/III studies suggest that zaleplon (5 - 20 mg) produces a dose-dependent reduction in sleep latency in patients suffering from primary insomnia. The clinical efficacy of zaleplon persists for at least four weeks at doses of 10 mg and 20 mg. Studies in patients with a history of drug abuse suggest that the abuse potential of zaleplon (at doses above the therapeutic dose range) is similar to that seen with the benzodiazepine triazolam."
False,early aggressive lipidlowering therapy atorvastatin months significantly reduced plaque volume patients acs nan,15326073,atorvastatin,ACS,Recent clinical trials have demonstrated that aggressive lipid lowering by statins could prevent recurrent events after acute coronary syndrome (ACS). We hypothesized that this efficacy was caused by a significant reduction in plaque volume by aggressive LDL cholesterol (LCL-C) lowering. The present study investigated the effect of early statin treatment on plaque volume of a nonculprit lesion by serial volumetric intravascular ultrasound in patients with ACS.
True,antirheumatic drugs methotrexate leflunomide lef infliximab etanercept known risk factors developing rheumatoid nodule nan,19862529,leflunomide,rheumatoid nodule,"Rheumatoid arthritis (RA) is a multisystem inflammatory disease characterized by destructive synovitis and systemic extraarticular involvement. One of the most common pulmonary manifestations of RA is rheumatoid nodule. Spontaneous pneumothorax also very rare pulmonary finding and could be associated with pulmonary nodules. Antirheumatic drugs, methotrexate, leflunomide (LEF), infliximab and etanercept, were known as risk factors for developing rheumatoid nodule. However, there was no case report of rheumatoid nodule-associated pneumothorax with the use of LEF. We report, first, herein a case of 46-year-old woman with RA who suffered recurrent spontaneous pneumothorax associated with multiple bilateral subpleural cavitary nodules during treatment with LEF. We reviewed the cases of LEF-related pulmonary nodules developed in patients with RA. Thus, we suggested that pneumothorax can be a rare respiratory fatal complication in patients with RA with pulmonary nodules and LEF can be a rare cause of these manifestations."
True,results skin lesion biopsies available patients confirming lv cutaneous lesions resolved patients warfarin discontinuednan,16047871,warfarin,LV Cutaneous lesions,"Skin reactions associated with oral coumarin-derived anticoagulants are an uncommon occurrence. Leukocytoclastic vasculitis (LV) is primarily a cutaneous small vessel vasculitis, though systemic involvement may be encountered. We report 4 patients with late-onset LV probably due to warfarin. All 4 patients presented with skin eruptions that developed after receiving warfarin for several years. The results of skin lesion biopsies were available in 3 patients, confirming LV Cutaneous lesions resolved in all patients after warfarin was discontinued. In 2 of the 4 patients, rechallenge with warfarin led to recurrence of the lesions. LV may be a late-onset adverse reaction associated with warfarin therapy."
True,except one hyperthermia victims influence ethanol nan,2279717,ethanol,hyperthermia,"A group of five hyperthermia-related deaths is presented in which urinary noradrenaline (NA) concentrations were elevated (172.1 +/- 119.4 ng/ml) compared with a control group of rapid violent deaths (43.7 +/- 26.1 ng/ml). Urinary adrenaline (A) concentrations were not elevated in the hyperthermia cases, nor were there any significant differences in urinary dopamine (DA) concentrations between the two groups. All except one of the hyperthermia victims were under the influence of ethanol. It is suggested that a combination of heat stress and ethanol consumption was responsible for the elevated urinary NA in the hyperthermia cases, reflecting increased sympathetic nervous system activity. A combination of high urinary NA with low A seems to be characteristic of hyperthermia fatalities, in contrast to hypothermia deaths, where both NA and A are usually elevated."
True,low intake iron especially heme iron  mg daily nutrients influencing iron metabolism identified main causes iron deficiency control subjectsnan,11183845,iron,iron deficiency,"Iron status was studied in 126 female endurance athletes and 52 control subjects, all aged 16-20 years. The study aimed at identifying factors responsible for iron deficiency. Twenty-six percent of athletes and 50% of controls had latent iron-deficiency without anemia symptoms. A too low intake of iron (especially heme iron: 0.3 mg daily), and of nutrients influencing iron metabolism, were identified as main causes of iron deficiency in control subjects. In athletes, whose iron intake was sufficient (14.6 mg), the principal cause of iron deficiency were blood losses due to menstruation. High level of physical activity, expressed as training volume and experience, did not adversely affect iron stores, as these were higher than in control subjects and the incidence of iron deficiency was much lower than in the control group. It was concluded that an increased intake of iron and of dietary factors involved in iron metabolism prevented possible exercise-induced losses of iron in young athletes."
True,research used standardized leaching tests lifecycle impact assessment lcia hazard assessment models evaluate hazardous waste classification resource depletion potential toxicity potentials lithium batteries used cellphonesnan,23638841,lithium,toxicity,"Rechargeable lithium-ion (Li-ion) and lithium-polymer (Li-poly) batteries have recently become dominant in consumer electronic products because of advantages associated with energy density and product longevity. However, the small size of these batteries, the high rate of disposal of consumer products in which they are used, and the lack of uniform regulatory policy on their disposal means that lithium batteries may contribute substantially to environmental pollution and adverse human health impacts due to potentially toxic materials. In this research, we used standardized leaching tests, life-cycle impact assessment (LCIA), and hazard assessment models to evaluate hazardous waste classification, resource depletion potential, and toxicity potentials of lithium batteries used in cellphones. Our results demonstrate that according to U.S. federal regulations, defunct Li-ion batteries are classified hazardous due to their lead (Pb) content (average 6.29 mg/L; σ = 11.1; limit 5). However, according to California regulations, all lithium batteries tested are classified hazardous due to excessive levels of cobalt (average 163,544 mg/kg; σ = 62,897; limit 8000), copper (average 98,694 mg/kg; σ = 28,734; limit 2500), and nickel (average 9525 mg/kg; σ = 11,438; limit 2000). In some of the Li-ion batteries, the leached concentrations of chromium, lead, and thallium exceeded the California regulation limits. The environmental impact associated with resource depletion and human toxicity is mainly associated with cobalt, copper, nickel, thallium, and silver, whereas the ecotoxicity potential is primarily associated with cobalt, copper, nickel, thallium, and silver. However, the relative contribution of aluminum and lithium to human toxicity and ecotoxicity could not be estimated due to insufficient toxicity data in the models. These findings support the need for stronger government policy at the local, national, and international levels to encourage recovery, recycling, and reuse of lithium battery materials."
False,comparative study coumadin aspirin primary cardioembolic stroke thromboembolic preventions chronic rheumatic mitral stenosis atrial fibrillation nan,7798824,coumadin,atrial fibrillation,"The comparative study of the efficacy of coumadin and aspirin in primary cardioembolic stroke prevention of chronic rheumatic heart disease (mitral stenosis) with atrial fibrillation was conducted at Siriraj Hospital, Mahidol University, Bangkok, Thailand. Seventy-nine patients were enrolled in the trial. Allocation of patients into coumadin or aspirin groups depended upon the patients' choice. Nineteen patients were given coumadin at the adjusted dosage to maintain the therapeutic range of International Normalised Ratio between 1.5-3. Sixty patients were given aspirin at the fixed dosage of 75 mg per day. Six patients were lost to follow-up over the 3 yr period; four in the aspirin group and 2 in the coumadin group. There were three patients with nonfatal cardioembolic stroke in the aspirin group but none in the coumadin group after three years of follow-up. Six patients had mitral valve replacement during the study (i.e. three patients in each group). There were complications in 12 patients, 10 in the aspirin (16.6 per cent) and 2 in the coumadin (10.5 per cent) group. The complications in coumadin group were minor bleeding over the thigh in one patient and generalised ecchymosis over the whole body in one other. In the aspirin group, the complication was gastrointestional symptoms, mainly epigastric pain, but no frank bleeding was observed. Primary prevention of cardioembolic stroke in chronic rheumatic heart disease was found to be more effective with coumadin than aspirin. Our study does not support the use of aspirin in primary prevention of cardiac embolism in chronic rheumatic heart disease."
False,contrast anaesthetised dogs differences seen incidence spontaneous electrical stimulation induced ventricular tachycardia fibrillations among animals exposed levobupivacaine bupivacaine nan,11945112,bupivacaine,fibrillations,"Bupivacaine is currently the most widely used long-acting local anaesthetic. Its uses include surgery and obstetrics; however, it has been associated with potentially fatal cardiotoxicity, particularly when given intravascularly by accident. Levobupivacaine, a single enantiomer of bupivacaine, has recently been introduced as a new long-acting local anaesthetic with a potentially reduced toxicity compared with bupivacaine. Numerous preclinical and clinical studies have compared levobupivacaine with bupivacaine and in most but not all studies there is evidence that levobupivacaine is less toxic. Advantages for levobupivacaine are seen on cardiac sodium and potassium channels, on isolated animal hearts and in whole animals, anaesthetised or awake. In particular the intravascular dose of levobupivacaine required to cause lethality in animals is consistently higher compared with bupivacaine. In awake sheep, for example, almost 78% more levobupivacaine was required to cause death. In contrast, in anaesthetised dogs no differences were seen in the incidence of spontaneous or electrical stimulation- induced ventricular tachycardia and fibrillations among animals exposed to levobupivacaine or bupivacaine. The reversibility of levobupivacaine-induced cardiotoxicity has also been assessed. Some data point to an advantage of levobupivacaine over bupivacaine but this potential advantage was not confirmed in a recent study in anaesthetised dogs. Three clinical studies have been conducted using surrogate markers of both cardiac and CNS toxicity. In these studies levobupivacaine or bupivacaine were given by intravascular injection to healthy volunteers. Levobupivacaine was found to cause smaller changes in indices of cardiac contractility and the QTc interval of the electrocardiogram and also to have less depressant effect on the electroencephalogram. Assuming that levobupivacaine has the same local anaesthetic potency as bupivacaine, then, all things being equal, it is difficult to argue that levobupivacaine should not displace bupivacaine as the long-acting local anaesthetic of choice. It would appear, however, that levobupivacaine has not yet significantly displaced bupivacaine from the markets in which it is sold. This may be due to a lack of perceived safety benefit and/or consideration of the additional costs that are associated with switching to levobupivacaine, which is approximately 57% more expensive than bupivacaine. If the price of levobupivacaine were closer to bupivacaine then the argument to switch to levobupivacaine would undoubtedly be much stronger. With the continued clinical use of levobupivacaine the database available to make comparisons will increase and this may allow cost-benefit arguments to be made more forcefully for levobupivacaine in the future."
True,antirheumatic drugs methotrexate leflunomide lef infliximab etanercept known risk factors developing rheumatoid nodule nan,19862529,methotrexate,rheumatoid nodule,"Rheumatoid arthritis (RA) is a multisystem inflammatory disease characterized by destructive synovitis and systemic extraarticular involvement. One of the most common pulmonary manifestations of RA is rheumatoid nodule. Spontaneous pneumothorax also very rare pulmonary finding and could be associated with pulmonary nodules. Antirheumatic drugs, methotrexate, leflunomide (LEF), infliximab and etanercept, were known as risk factors for developing rheumatoid nodule. However, there was no case report of rheumatoid nodule-associated pneumothorax with the use of LEF. We report, first, herein a case of 46-year-old woman with RA who suffered recurrent spontaneous pneumothorax associated with multiple bilateral subpleural cavitary nodules during treatment with LEF. We reviewed the cases of LEF-related pulmonary nodules developed in patients with RA. Thus, we suggested that pneumothorax can be a rare respiratory fatal complication in patients with RA with pulmonary nodules and LEF can be a rare cause of these manifestations."
True,ssri induced sexual dysfunction described fluoxetine paroxetine sertraline fluvoxamine weeks therapynan,9825088,SSRI,sexual dysfunction,"To describe the occurrence and management of sexual dysfunction induced by selective serotonin-reuptake inhibitors (SSRIs), to provide an overview of sexual dysfunction, reports of SSRI-induced sexual dysfunction, and management strategies."
True,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan,625456,sodium bicarbonate,hypercalcaemia,"One case of acute hypercalcaemia and two of recurrent nephrolithiasis are reported in patients who had regularly consumed large amounts of calcium carbon-ate-sodium bicarbonate powders for more than 20 years. The powders had been obtained from pharmacists unknown to the patients' medical practitioners. It is suggested that these preparations were responsible for the patient's problems, and that such powders should no longer be freely obtainable."
False,aim study track course cerebral tissue oxygen saturation rso pilot performance episode gravityinduced loss consciousness glocnan,20415154,oxygen,loss of consciousness,The aim of this study was to track the course of cerebral tissue oxygen saturation (rSO2) and pilot performance during an episode of gravity-induced loss of consciousness (GLOC).
True,antenatal indomethacin may associated increased risk periventricular leukomalacia necrotizing enterocolitis premature infants therefore used judiciously tocolysisnan,17980183,indomethacin,periventricular leukomalacia,The objective of the study was to determine whether indomethacin used as a tocolytic agent is associated with adverse neonatal outcomes.
False,studies analyzed suggest potential role nac treatment addiction especially cocaine cannabis dependence nan,24676047,cocaine,cannabis dependence,To conduct the first systematic literature review of clinical trials of N-acetylcysteine (NAC) for the treatment of substance abuse disorders and addictive behaviors.
False,activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma nan,20960528,cyclophosphamide,diffuse large B-cell non-Hodgkin lymphoma,"This study was designed to assess the activity and safety of dose-adjusted infusional cyclophosphamide, doxorubicin, vincristine, and prednisone chemotherapy with rituximab (DA-POCH-R) in elderly patients with poor-prognostic untreated diffuse large B-cell non-Hodgkin lymphoma (DLBCL)."
False,two hundred fortyeight patients advanced chf age years randomized receive maximal tolerated dose enalapril  mgday group mean dose achieved mgday  mgday group mean dose achieved mgday nan,11127445,enalapril,CHF,We sought to prospectively and randomly compare survival with clinical and hemodynamic variables in patients with congestive heart failure (CHF) treated with standard versus high doses of enalapril.
True,bodyweight gain common adverse effect although somewhat less reported olanzapine nan,11772153,olanzapine,Bodyweight gain,"Antipsychotics are frequently used in the treatment of a variety of neuropsychiatric conditions in children and adolescents. Atypical antipsychotics have come to the forefront in child psychiatry due largely to their tolerability profiles as well as their efficacy. Potential treatment options include clozapine, risperidone, olanzapine, quetiapine and ziprasidone. A number of studies investigating the use of clozapine have been published in children; however, owing to the frequent monitoring required for agranulocytosis, the use of clozapine may be restricted to patients with treatment-refractory disease. With accumulating data on the development of glucose intolerance in adults receiving clozapine, closer monitoring of bodyweight and fasting blood glucose is imperative. Clozapine also has an increased seizure risk, therefore a baseline electroencephalogram should be performed, as well as continued vigilance for this adverse effect. Risperidone is an atypical antipsychotic that is generally well tolerated and numerous studies have been published investigating this drug in children. Unlike clozapine, its receptor interaction profile lends itself toward increased risk of extrapyramidal symptoms (EPS) and hyperprolactinaemia. Bodyweight gain is a common adverse effect, although somewhat less than that reported with olanzapine. Baseline liver function studies prior to initiation of this medication are recommended. Risperidone-induced mania has been reported in adults and, therefore, increased caution should be used when deciding to treat children and adolescents with risperidone, particularly in those with a predisposition toward mania. Olanzapine, like risperidone, has also been associated with onset of mania in adults. Olanzapine has a receptor profile that results in significant risk for bodyweight gain and sedation. Furthermore, this drug has been linked to the development of glucose intolerance; thus, it is important to monitor bodyweight and fasting blood glucose on a frequent basis. Less information is known about quetiapine in children and adolescents. Reports about its efficacy and tolerability vary. Quetiapine appears to have increased risk for sedation and bodyweight gain, albeit less than that of olanzapine. The compound appears to be less likely to induce EPS. Finally, ziprasidone has recently been approved for use in the adult population. This compound, in terms of its receptor profile, has more in common with risperidone. This suggests a potential for increased risk of EPS and hyperprolactinaemia. It also has an increased risk of QTc prolongation; thus, a baseline electrocardiogram is suggested, particularly in those patients with a history of cardiovascular illness. Lack of evidence for bodyweight gain with ziprasidone is a considerable advantage."
False,despite tachycardia sympathetic activation snp phentolamine lf variability rr msna bp increased snp decreased phentolamine snp rr  msna  systolic bp  diastolic bp  phentolamine rr  msna  systolic bp  diastolic bp  nan,11454557,phentolamine,tachycardia,"The relative contributions of a central neural oscillator and of the delay in alpha-adrenergic transmission within the baroreflex loop in the predominance of low-frequency (LF) cardiovascular variability during sympathetic activation in humans are unclear. We measured R-R interval (RR), muscle sympathetic nerve activity (MSNA), blood pressure (BP), and their variability in 10 normal subjects during sympathetic activation achieved by BP lowering with sodium nitroprusside (SNP) and alpha-adrenergic blockade using phentolamine. SNP and phentolamine induced comparable reductions in BP (P > 0.25). Despite tachycardia and sympathetic activation with both SNP and phentolamine, LF variability in RR, MSNA, and BP increased during SNP and decreased during phentolamine (SNP: RR +20 +/- 6%, MSNA +3 +/- 5%, systolic BP +9 +/- 6%, diastolic BP +7 +/- 5%; phentolamine: RR -2 +/- 7%, MSNA -34 +/- 6%, systolic BP -16 +/- 8%, diastolic BP -13 +/- 4%, P < 0.05 except systolic BP, where P = 0.09). Thus LF variability is reduced when sympathetic activation is induced by alpha-adrenergic blockade. This suggests that alpha-adrenergic transmission within the baroreflex loop may contribute importantly to the predominance of LF cardiovascular variability associated with sympathetic excitation in humans."
True,case nonepileptic patient developed psychosis following phenytoin treatment trigeminal neuralgia describedpatient developed psychosis receiving phenytoin,14698717,phenytoin,psychosis,"The development of psychosis related to antiepileptic drug treatment is usually attributed to the interaction between the epileptic brain substratum and the antiepileptic drugs. The case of a nonepileptic patient who developed psychosis following phenytoin treatment for trigeminal neuralgia is described. This case suggests that the psychotic symptoms that occur following phenytoin treatment in some epileptic patients may be the direct result of medication, unrelated to seizures."
True,current pharmacologic treatment options clozapine induced sialorrhea limited number efficacynan,21540404,clozapine,sialorrhea,To provide an understanding of the underlying pathophysiology and current treatment options for clozapine-induced sialorrhea.
False,betamethasone cream petroleum ointment safe effective primary therapy prepubertal labial adhesions nan,25552168,Betamethasone,labial adhesions,To compare estrogen and betamethasone in the topical treatment of labial adhesions in prepubertal girls.
False,commit trial demonstrated clopidogrel produced relative reduction death reinfarction stroke vs  ci stelevated myocardial infarction stemi patientsnan,18586338,clopidogrel,ST-elevated myocardial infarction/STEMI,"The COMMIT trial demonstrated that clopidogrel produced a 9% relative reduction in death, reinfarction or stroke (9.2% vs. 10.1%, 95% CI: 0.86-0.97) in ST-elevated myocardial infarction (STEMI) patients."
True,although intravenous caffeine generally well tolerated clinician aware potential unpredictable serious ventricular arrhythmias serious ventricular arrhythmias result taking caffeine,18997632,caffeine,ventricular arrhythmias,"Suboptimal seizure duration is commonly encountered in electroconvulsive therapy practice, especially in older patients with higher seizure thresholds. Intravenous caffeine is commonly used to improve seizure duration and quality in such patients and is generally well tolerated aside from occasional reports of relatively benign ventricular ectopy. We describe a patient with no previous history of cardiac disease or arrhythmia who developed sustained bigeminy and 2 brief runs of ventricular tachycardia after caffeine administration. Although intravenous caffeine is generally well tolerated, the clinician should be aware of the potential for unpredictable and serious ventricular arrhythmias."
