verify_relationship,chemical_name,disease_name,pmid,relationship_info
yes_direct,asenapine,dizziness,21323396,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan
yes_direct,asenapine,extrapyramidal symptoms/EPS,21323396,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan
yes_direct,asenapine,somnolence,21323396,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan
no_relation,asenapine,akathisia,21323396,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan
no_relation,asenapine,bipolar mania,21323396,pooled analysis monotherapy trials common adverse events occurring  patients twice incidence placebo reported acute phase asenapine monotherapy bipolar mania somnolence dizziness extrapyramidal symptoms eps akathisia increased bodyweight similar nature occurring longerterm monotherapy asenapine nan
no_relation,asenapine,EPS,21323396,eps worsen severity longerterm asenapine monotherapynan
no_relation,asenapine,manic/bipolar I disorder,21323396,meantime asenapine option management manic andor mixed symptoms patients bipolar disorder may particular value patients high risk metabolic abnormalitiesnan
no_relation,asenapine,metabolic abnormalities,21323396,meantime asenapine option management manic andor mixed symptoms patients bipolar disorder may particular value patients high risk metabolic abnormalities nan
no_relation,steroids,PDAC,21327533, patients resected pdac  treated preoperatively insulin statin steroids  thyroxinnan
yes_direct,nelfinavir,endoplasmic reticulum stress,21329798,analysis nelfinavir induced endoplasmic reticulum stress nan
no_relation,Nelfinavir,cancer,21329798,nelfinavir viracept hiv protease inhibitor shown induce endoplasmic reticulum er stress reaction human cancer cellsnan
no_relation,nelfinavir,cancer,21329798,although presumed drug doses needed efficient er stress reaction ensuing apoptosis cancer cells somewhat higher prescribed hiv-infected persons nelfinavir represents one clinically applicable er stressinducing agents currently tested clinical studies cancer patientsnan
no_relation,nelfinavir,HIV-infected,21329798,although presumed drug doses needed efficient er stress reaction ensuing apoptosis cancer cells somewhat higher prescribed hiv-infected persons nelfinavir represents one clinically applicable er stressinducing agents currently tested clinical studies cancer patientsnan
no_relation,nelfinavir,cancer,21329798,addition methods described might facilitate analysis monitoring nelfinavir induced er stress response either cancer cells cell culture cancer tissue biopsiesnan
no_relation,Tacrolimus,ulcerative colitis,21336140,tacrolimus therapy alternative thiopurines maintaining remission patients refractory ulcerative colitis nan
no_relation,tacrolimus,ulcerative colitis/UC,21336140,although efficacy tacrolimus inducing remission refractory ulcerative colitis uc established efficacy maintaining remission uc evaluatednan
no_relation,tacrolimus,UC,21336140,aim study evaluate efficacy tacrolimus compared thiopurines maintaining remission patients refractory uc nan
no_relation,tacrolimus,UC,21336140,twentyfour uc patients treated tacrolimus treated thiopurines maintain remission enrolled tacrolimus group thiopurine group respectivelynan
no_relation,tacrolimus,UC,21336140,maintenance therapy tacrolimus patients uc could considered alternative thiopurine therapynan
no_relation,nevirapine,HIV-infected,21345162,examined antiretroviral resistance among cohort south african hiv-infected children nevirapine prevention mothertochild transmissionnan
no_relation,ethinyl estradiol,infertility,21355449,multiple uses ethinyl estradiol treating infertility nan
no_relation,ethinyl estradiol,hypergonadotropic amenorrhea,21355449,twenty micrograms ethinyl estradiol started day  cycle combined exogenous gonadotropin useful improving hostile cervical mucus inducing ovulation women hypergonadotropic amenorrhea nan
no_relation,chloroquine,systemic lupus erythematosus,21398612,therapy systemic lupus erythematosus antimalarial drugs chloroquine hydroxychloroquine quinacrine used long timenan
no_relation,quinacrine,systemic lupus erythematosus,21398612,therapy systemic lupus erythematosus antimalarial drugs chloroquine hydroxychloroquine quinacrine used long timenan
no_relation,hydroxychloroquine,systemic lupus erythematosus,21398612,therapy systemic lupus erythematosus antimalarial drugs chloroquine hydroxychloroquine quinacrine used long timenan
no_relation,colchicine,necrosis,21431291,successful treatment antitumor necrosis factor antitnfalpha proteinuria patient familial mediterranean fever fmf resistant colchicine antitnf drugs fmfnan
no_relation,colchicine,tumor,21431291,successful treatment anti tumor necrosis factor antitnfalpha proteinuria patient familial mediterranean fever fmf resistant colchicine antitnf drugs fmfnan
no_relation,colchicine,TNF,21431291,successful treatment antitumor necrosis factor anti tnf alpha proteinuria patient familial mediterranean fever fmf resistant colchicine anti tnf drugs fmfnan
no_relation,colchicine,proteinuria,21431291,successful treatment antitumor necrosis factor antitnfalpha proteinuria patient familial mediterranean fever fmf resistant colchicine antitnf drugs fmfnan
no_relation,colchicine,FMF/familial mediterranean fever,21431291,successful treatment antitumor necrosis factor antitnfalpha proteinuria patient familial mediterranean fever fmf resistant colchicine antitnf drugs fmf nan
no_relation,colchicine,amyloidosis,21431291,major renal involvement fmf occurrence amyloidosis prevented daily regimen colchicine nan
no_relation,colchicine,FMF,21431291,major renal involvement fmf occurrence amyloidosis prevented daily regimen colchicine nan
no_relation,colchicine,familial mediterranean fever,21431291, cases familial mediterranean fever may resistant colchicine nan
no_relation,colchicine,FMF,21431291,literature controversy treatment fmf patients resistant colchicine nan
no_relation,pomalidomide,anemia,21442636,circulating levels mcp silr il il predict anemia response pomalidomide therapy myelofibrosisnan
no_relation,pomalidomide,myelofibrosis,21442636,circulating levels mcp silr il il predict anemia response pomalidomide therapy myelofibrosis nan
no_relation,Pomalidomide,anemia,21442636,pomalidomide therapy effective alleviating anemia myelofibrosis examined relationship plasma cytokinechemokine levels response treatment pomalidomide nan
no_relation,Pomalidomide,myelofibrosis,21442636,pomalidomide therapy effective alleviating anemia myelofibrosis examined relationship plasma cytokinechemokine levels response treatment pomalidomide nan
no_relation,pomalidomide,myelofibrosis,21442636,study population included mayo clinic patients median age years participated two consecutive clinical trials pomalidomide therapy myelofibrosis associated anemianan
no_relation,pomalidomide,anemia,21442636,study population included mayo clinic patients median age years participated two consecutive clinical trials pomalidomide therapy myelofibrosisassociated anemia nan
no_relation,pomalidomide,splenomegaly,21442636,current data suggest context pomalidomide treatment response likely presence jakvf predicted absence marked splenomegaly increased levels proinflammatory cytokinesnan
yes_direct,thalidomide,VTE,21455855,since introduction immunomodulatory derivatives imids thalidomide lenalidomide therapeutic armamentarium mm vte emerged one leading complications particular patients newly diagnosed mmnan
yes_direct,lenalidomide,VTE,21455855,since introduction immunomodulatory derivatives imids thalidomide lenalidomide therapeutic armamentarium mm vte emerged one leading complications particular patients newly diagnosed mmnan
no_relation,lenalidomide,MM,21455855,since introduction immunomodulatory derivatives imids thalidomide lenalidomide therapeutic armamentarium mm vte emerged one leading complications particular patients newly diagnosed mm nan
no_relation,thalidomide,MM,21455855,since introduction immunomodulatory derivatives imids thalidomide lenalidomide therapeutic armamentarium mm vte emerged one leading complications particular patients newly diagnosed mm nan
yes_direct,dexamethasone,VTE,21455855,setting imidsbased treatments associated rates vte reaching values  particularly dexamethasone chemotherapy addednan
no_relation,glucose,weight gain,21476781,ahrq systematic review indicated premixed insulin analogues effective longacting insulin analogues lowering postprandial glucose hemoglobin ac however comparison premixed analogues associated higher rates hypoglycemia weight gain nan
no_relation,glucose,hypoglycemia,21476781,ahrq systematic review indicated premixed insulin analogues effective longacting insulin analogues lowering postprandial glucose hemoglobin ac however comparison premixed analogues associated higher rates hypoglycemia weight gainnan
no_relation,Ki23057,gastric cancer,21482024,fgfr inhibitor ki23057 enhances chemosensitivity drugresistant gastric cancer cellsnan
no_relation,etoposide/VP16,gastric cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp16 oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,etoposide/VP16,cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp16 oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,paclitaxel/PTX,cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocumm ptx ocummvp ocummoxa ocummgemnan
no_relation,paclitaxel/PTX,gastric cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocumm ptx ocummvp ocummoxa ocummgemnan
no_relation,irinotecan/SN38,cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,OXA/oxaliplatin,gastric cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,irinotecan/SN38,gastric cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,OXA/oxaliplatin,cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,GEM/gemcitabine,cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,GEM/gemcitabine,gastric cancer,21482024,five cancer cell lines resistant irinotecan sn paclitaxel ptx etoposide vp oxaliplatin oxa gemcitabine gem respectively established parent gastric cancer cell line ocumm named ocummsn ocummptx ocummvp ocummoxa ocummgemnan
no_relation,VP16,gastric cancer,21482024,fgfr inhibitor ki23057 might therapeutically promising treating drugresistant gastric cancer cells especially used combination sn ptx vp16 nan
no_relation,Ki23057,gastric cancer,21482024,fgfr inhibitor ki23057 might therapeutically promising treating drugresistant gastric cancer cells especially used combination sn ptx vpnan
no_relation,PTX,gastric cancer,21482024,fgfr inhibitor ki23057 might therapeutically promising treating drugresistant gastric cancer cells especially used combination sn ptx vpnan
no_relation,Carboplatin,breast cancer,21482494,carboplatin gemcitabine combination metastatic triplenegative anthracycline taxanepretreated breast cancer patients phase ii studynan
no_relation,gemcitabine,breast cancer,21482494,carboplatin gemcitabine combination metastatic triplenegative anthracycline taxanepretreated breast cancer patients phase ii studynan
no_relation,cisplatin,tumors,21482494,preclinical data indicate cisplatin sensitivity suggesting tumors may defects brca pathwaynanused treatment
no_relation,taxane,TNBC,21482494,carboplatin gemcitabine cg combination active unselected anthracycline taxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,carboplatin,TNBC,21482494,carboplatin gemcitabine cg combination active unselected anthracyclinetaxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,anthracycline,TNBC,21482494,carboplatin gemcitabine cg combination active unselected anthracycline taxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,taxane,breast cancer,21482494,carboplatin gemcitabine cg combination active unselected anthracycline taxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,anthracycline,breast cancer,21482494,carboplatin gemcitabine cg combination active unselected anthracycline taxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,gemcitabine,TNBC,21482494,carboplatin gemcitabine cg combination active unselected anthracyclinetaxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,carboplatin,breast cancer,21482494,carboplatin gemcitabine cg combination active unselected anthracyclinetaxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,gemcitabine,breast cancer,21482494,carboplatin gemcitabine cg combination active unselected anthracyclinetaxane pretreated metastatic breast cancer patients carried phase ii study evaluate activity cg combination pretreated metastatic tnbc patientsnan
no_relation,alcohol,drug dependency,21495939,current injecting drug use odds ratio  ci past current treatment drug dependency  ci  ci respectively alcohol use gday  ci independent predictors deferral treatmentnan
no_relation,alcohol,HCV,21495939,factors related drug alcohol use rather clinical factors influenced uptake treatment hcv nan
no_relation,alcohol,alcohol dependency,21495939,support patients drug alcohol dependency required optimise treatment uptakenan
no_relation,Bortezomib,relapsed disease,21509688,bortezomib thalidomide lenalidomide improved therapeutic armentarium patients refractory relapsed disease often used combination dexamethasone chemotherapeutic agentsnan
no_relation,lenalidomide,relapsed disease,21509688,bortezomib thalidomide lenalidomide improved therapeutic armentarium patients refractory relapsed disease often used combination dexamethasone chemotherapeutic agentsnan
no_relation,thalidomide,relapsed disease,21509688,bortezomib thalidomide lenalidomide improved therapeutic armentarium patients refractory relapsed disease often used combination dexamethasone chemotherapeutic agentsnan
no_relation,dexamethasone,relapsed disease,21509688,bortezomib thalidomide lenalidomide improved therapeutic armentarium patients refractory relapsed disease often used combination dexamethasone chemotherapeutic agentsnan
no_relation,bupivacaine,analgesia,21519310,doppler velocimetry indices systolicdiastolic ratios pulsatility index resistance index fetal umbilical artery uterine artery recorded women receiving continuous epidural analgesia bupivacaine fentanyl labor indices recorded fetal umbilical middle cerebral arteries women receiving analgesia nan
no_relation,fentanyl,analgesia,21519310,doppler velocimetry indices systolicdiastolic ratios pulsatility index resistance index fetal umbilical artery uterine artery recorded women receiving continuous epidural analgesia bupivacaine fentanyl labor indices recorded fetal umbilical middle cerebral arteries women receiving analgesia nan
yes_direct,clozapine,sialorrhea,21540404,current treatment strategies clozapine induced sialorrhea nan
yes_direct,clozapine,sialorrhea,21540404,provide understanding underlying pathophysiology current treatment options clozapine induced sialorrhea nan
no_relation,clozapine,hypersalivation/sialorrhea,21540404,literature retrieved medline february using key search terms clozapine sialorrhea hypersalivation drooling treatmentnan
yes_direct,clozapine,Sialorrhea,21540404,sialorrhea common disabling adverse effect clozapine usenan
no_relation,Glycopyrrolate,reduction of hypersalivation,21540404,glycopyrrolate however demonstrated significant reduction hypersalivation randomized controlled trialnan
no_relation,clozapine,hypersalivation/sialorrhea,21540404,botulinum toxin also significantly improved sialorrhea case report doubleblind study although trial included hypersalivation etiologies addition clozapine nan
yes_direct,clozapine,sialorrhea,21540404,current pharmacologic treatment options clozapine induced sialorrhea limited number efficacynan
no_relation,steroid,endometrial cancer,21544810,investigated whether variants sex steroid hormone metabolism genes modify effect hormone therapy ht endometrial cancer risk postmenopausal nonhispanic white womennan
no_relation,oleanolic acid,oleanolic acid/OA,21545203,study main active compound oleanolic acid oa isolated ethanol extract chemical structure identified according results high performance liquid chromatography hplc high performance thin layer chromatography hptlc liquid chromatographymass spectrography lcmsnan
no_relation,ethanol,oleanolic acid/OA,21545203,study main active compound oleanolic acid oa isolated ethanol extract chemical structure identified according results high performance liquid chromatography hplc high performance thin layer chromatography hptlc liquid chromatographymass spectrography lcmsnan
no_relation,ethanol,OA,21545203,results cell viability indictated notable differences oa ethanol extract pv lung adenocarcinoma spca cells measured mtt assaynan
no_relation,ethanol,PV in lung adenocarcinoma,21545203,results cell viability indictated notable differences oa ethanol extract pv lung adenocarcinoma spca cells measured mtt assaynan
no_relation,DMSO,OA,21545203,oa  microm group increased significantly apoptosis rate compared normal dmso groupsnan
no_relation,capecitabine,tumors,21547572,tesetaxel new oral taxane combination capecitabine phase doseescalation study patients advanced solid tumors nan
no_relation,Tesetaxel,tumors,21547572,tesetaxel new oral taxane combination capecitabine phase doseescalation study patients advanced solid tumors nan
no_relation,taxane,tumors,21547572,tesetaxel new oral taxane combination capecitabine phase doseescalation study patients advanced solid tumors nan
no_relation,capecitabine,tumors,21547572,phase study conducted primarily determine maximum tolerated dose mtd tesetaxel novel orally active semisynthetic microtubule inhibitor taxane class administered oral capecitabine patients advanced solid tumors nan
no_relation,tesetaxel,tumors,21547572,phase study conducted primarily determine maximum tolerated dose mtd tesetaxel novel orally active semisynthetic microtubule inhibitor taxane class administered oral capecitabine patients advanced solid tumors nan
no_relation,taxane,tumors,21547572,phase study conducted primarily determine maximum tolerated dose mtd tesetaxel novel orally active semisynthetic microtubule inhibitor taxane class administered oral capecitabine patients advanced solid tumors nan
no_relation,tesetaxel,cancer,21547572,data support continued clinical development tesetaxel single agent combination active cancer therapeuticsnan
no_relation,BAL30072,pseudomallei strains,21596528,study antib pseudomallei efficacy new monosulfactam bal30072 tested laboratory strains several isogenic mutant derivatives well collection clinical environmental pseudomallei strains thailandnan
no_relation,manganese,blood manganese,21601843,relationship blood manganese blood pressure korean general population according knhanes nanblood manganese disease 
yes_direct,Mn/manganese,hypertension,21601843,present data association manganese mn level hypertension representative sample adult korean population participated korean national health nutrition examination survey knhanes nan
yes_direct,Mn,hypertension,21601843,addition doubling blood mn increased risk hypertension  fold women men participants respectively adjustment covariatesnan
no_relation,Mn,hypertension,21601843,addition blood lead mercury cadmium covariates affect association blood mn prevalence hypertension nan
no_relation,mercury,hypertension,21601843,addition blood lead mercury cadmium covariates affect association blood mn prevalence hypertension nan
no_relation,cadmium,hypertension,21601843,addition blood lead mercury cadmium covariates affect association blood mn prevalence hypertension nan
yes_direct,Mn,hypertension,21601843,blood mn level associated increased risk hypertension representative sample korean adult populationnan
no_relation,dopamine,impulse control disorders,21604834,risky business dopamine agonists parkinson disease impulse control disorders nan
no_relation,dopamine,Parkinson disease,21604834,risky business dopamine agonists parkinson disease impulse control disordersnan
yes_direct,dopamine,impulse control disorder/ICD,21604834,patients parkinson's disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daanan
no_relation,dopamine,Parkinson's disease/PD,21604834,patients parkinson's disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daanan
no_relation,phosphatidylcholine,metastasis,21628892,therapeutic effects hybrid liposomes composed phosphatidylcholine docosahexaenoic acid hepatic metastasis colon carcinoma along apoptosis vivonan
no_relation,phosphatidylcholine,colon carcinoma,21628892,therapeutic effects hybrid liposomes composed phosphatidylcholine docosahexaenoic acid hepatic metastasis colon carcinoma along apoptosis vivonan
no_relation,cisplatin,ESCC,21676925,escc cells treated cisplatin common chemotherapeutic drug smac cytochrome released mitochondria caspase caspase activatednan
yes_direct,cisplatin,mitochondrial dysfunction,21676925,knockdown smac abrogated cisplatin induced apoptosis mitochondrial dysfunction cytochrome release caspase activationnan
no_relation,cisplatin,tumors,21676925,smac deficiency also reduced effect cisplatin longterm cell viability led cisplatin resistance xenograft tumors vivonan
no_relation,Levobupivacaine,cardiovascular and central nervous system toxicity,21696081,levobupivacaine new longacting local anesthetic isolated senantiomer racemic bupivacaine less cardiovascular central nervous system toxicity bupivacainenan
no_relation,bupivacaine,cardiovascular and central nervous system toxicity,21696081,levobupivacaine new longacting local anesthetic isolated senantiomer racemic bupivacaine less cardiovascular central nervous system toxicity bupivacaine nan
no_relation,vitamin D,vitamin D deficiency,21697298,diet environmental factors lifestyle underlie high prevalence vitamin deficiency healthy adults scotland supplementation reduces proportion severely deficientnan
no_relation,Vitamin D,numerous diseases,21697298,vitamin deficiency recently implicated possible risk factor etiology numerous diseases including nonskeletal conditionsnan
no_relation,Vitamin D,Vitamin D deficiency,21697298,vitamin deficiency recently implicated possible risk factor etiology numerous diseases including nonskeletal conditionsnan
no_relation,vitamin D,vitamin D deficiency,21697298,humans skin synthesis following exposure uvb potent source vitamin regions low uvb individuals risk vitamin deficiencynan
no_relation,25-hydroxyvitamin D,vitamin D deficiency,21697298,objectives describe prevalence vitamin deficiency investigate determinants plasma hydroxyvitamin ohd concentrations high northern latitude countrynan
no_relation,vitamin D,vitamin D deficiency,21697298,objectives describe prevalence vitamin deficiency investigate determinants plasma hydroxyvitamin ohd concentrations high northern latitude countrynan
no_relation,vitamin D,vitamin D deficiency,21697298, participants low risk vitamin deficiency adequate levels  nmollnan
no_relation,Vitamin D,Vitamin D deficiency,21697298,vitamin deficiency scotland highly prevalent due combination insufficient exposure uvb insufficient dietary intakenan
no_relation,poly-N-acetyllactosamine,leukemia,21720768,expressions nacetylglucosamonyltransferase gnt gntthe two main glycosyltransferases responsible synthesis poly-n-acetyllactosamine polylacnac glycans gnt participating syntheses sphingoglycolipids studied leukemia cell lines differentiation using rtpcr methodnan
no_relation,ATRA/all-trans retinoic acid,acute myeloid leukemia,21720768,atra alltrans retinoic acid dimethylsulfoxide dmso induce differentiation hl nb two human acute myeloid leukemia cell lines myelocytic lineage upregulated two enzymes various degrees  treatmentnan
no_relation,DMSO/dimethylsulfoxide,acute myeloid leukemia,21720768,atra alltrans retinoic acid dimethylsulfoxide dmso induce differentiation hl nb two human acute myeloid leukemia cell lines myelocytic lineage upregulated two enzymes various degrees  treatmentnan
yes_direct,calcium,death,21722161,cardiomyocyte calcium ca loading recognized major factor acute ischaemiareperfusion pathology promoting cell death contractile dysfunction arrhythmogenic activitynan
no_relation,Ca,CRF/Ca-rich-food,21729479,study aimed segment parents early adolescents subgroups according ca richfood crf practices perceptions regarding early adolescent crf intake ii determine whether ca intake parents early adolescents differed subgroupnan
no_relation,Ca,CRF,21729479,parent education programmes address crf practicesperceptions tailored parent group improve ca intake early adolescent childrennan
no_relation,pyridoxine,seizures,21733724,longterm followup two siblings pyridoxine dependent seizures associated novel aldha mutationnan
no_relation,Pyridoxine,Pyridoxine-dependent seizures/PDS,21733724,pyridoxine dependent seizures pds rare disorder characterized seizures resistant anticonvulsants controlled daily pharmacologic doses pyridoxine nan
no_relation,Pyridoxine,seizures,21733724,pyridoxine dependent seizures pds rare disorder characterized seizures resistant anticonvulsants controlled daily pharmacologic doses pyridoxine nan
no_relation,capecitabine,breast cancer,21741829,continuation trastuzumab plus capecitabine xh showed significantly improved overall response rate time progression compared capecitabine alone women herpositive breast cancer progressing trastuzumab treatmentnan
no_relation,DEX/dexamethasone,HGF/hepatocyte growth factor,21751216,compared effect hepatocyte growth factor hgf oncostatin osm dexamethasone dex combination expression liverspecific marker albumin albnan
no_relation,urea,HGF,21751216,moreover cells exposed combination osm dex hgf gradually featured highly differentiated hepatic functions including alb secretion glycogen storage urea production cytochrome cyp activitynan
no_relation,combretastatin-A4-phosphate,squamous cell carcinoma of the head and neck,21765046,phase ib trial radiotherapy combination combretastatin-a4-phosphate patients nonsmallcell lung cancer prostate adenocarcinoma squamous cell carcinoma head neck nan
no_relation,combretastatin-A4-phosphate,prostate adenocarcinoma,21765046,phase ib trial radiotherapy combination combretastatin-a4-phosphate patients nonsmallcell lung cancer prostate adenocarcinoma squamous cell carcinoma head necknan
no_relation,combretastatin-A4-phosphate,non-small-cell lung cancer,21765046,phase ib trial radiotherapy combination combretastatin-a4-phosphate patients nonsmallcell lung cancer prostate adenocarcinoma squamous cell carcinoma head necknan
yes_direct,CA4P,oculomotor nerve palsy,21765046,doselimiting toxic effects dlts reversible ataxia oculomotor nerve palsy occurred two patients prostate cancer receiving weekly ca4p mgmnan
no_relation,CA4P,prostate cancer,21765046,doselimiting toxic effects dlts reversible ataxia oculomotor nerve palsy occurred two patients prostate cancer receiving weekly ca4p mgmnan
no_relation,CA4P,ataxia,21765046,doselimiting toxic effects dlts reversible ataxia oculomotor nerve palsy occurred two patients prostate cancer receiving weekly ca4p mgmnan
no_relation,Pyrazinamide,tuberculosis,21768515,pyrazinamide susceptibility testing mycobacterium tuberculosis systematic review metaanalysesnan
no_relation,pyrazinamide,tuberculosis,21768515,standard culturebased testing susceptibility mycobacterium tuberculosis pyrazinamide difficult performnan
no_relation,pyrazinamide,tuberculosis,21768515,median prevalence range pyrazinamide resistance  multidrugresistant tuberculosis isolates  nonmultidrugresistant isolatesnan
no_relation,pyrazinamide,tuberculosis,21768515,considering prevalence pyrazinamide resistance different clinical settings pcrdna sequencing possibly molecular assays targeting pnca detect pyrazinamide resistance multidrugresistant tuberculosis isolates predictive values largely exceeding rule pyrazinamide resistance nonmultidrugresistant isolates predictive values exceeding nan
no_relation,pazopanib,aggressive pediatric solid tumor,21788355,metronomic oral topotecan pazopanib active antiangiogenic regimen mouse models aggressive pediatric solid tumor nan
no_relation,pazopanib,tumor,21788355,tested efficacies daily oral ldm topotecan alone combination pazopanib vegf receptor inhibitor three pediatric extracranial solid tumor mouse modelsnan
no_relation,pazopanib,neuroblastoma,21788355,vitro doseresponse study topotecan pazopanib conducted several neuroblastoma osteosarcoma rhabdomyosarcoma cell linesnan
no_relation,pazopanib,rhabdomyosarcoma,21788355,vitro doseresponse study topotecan pazopanib conducted several neuroblastoma osteosarcoma rhabdomyosarcoma cell linesnan
no_relation,pazopanib,osteosarcoma,21788355,vitro doseresponse study topotecan pazopanib conducted several neuroblastoma osteosarcoma rhabdomyosarcoma cell linesnan
no_relation,pazopanib,neuroblastoma,21788355,vivo antitumor efficacies ldm topotecan pazopanib single agents combination tested subcutaneous xenograft models neuroblastoma metastatic modelsnanused treatment
no_relation,TAC,graft-versus-host disease/GVHD,21802143,yearold japanese man weighing kg anaplastic large cell lymphoma received continuous iv administration tac posttransplantation prophylaxis graftversushost disease gvhd allogeneic bone marrow transplantation bmtnan
no_relation,TAC,anaplastic large cell lymphoma,21802143,yearold japanese man weighing kg anaplastic large cell lymphoma received continuous iv administration tac posttransplantation prophylaxis graftversushost disease gvhd allogeneic bone marrow transplantation bmtnan
yes_direct,LAN,GVHD,21802143,lan dose reduced mgd po day blood tac concentration subsequently decreased ngml gvhd related symptoms emerging day nan
no_relation,eicosanoids,inflammation,21804481,aim study determine quantity produced mediators inflammation cytokines eicosanoids carotid endarterectomy cea factors ischemic damage brainnan
yes_direct,eicosanoids,ischemic damage,21804481,aim study determine quantity produced mediators inflammation cytokines eicosanoids carotid endarterectomy cea factors ischemic damage brainnan
no_relation,Thromboxane B2/TXB2,tumor necrosis factor-a/TNFa,21804481,plasma concentrations interleukinb ilb thromboxane txb2 prostaglandin pge tumor necrosis factora tnfa measured enzymelinked immunosorbent assay elisa techniquenan
no_relation,PGE2/Prostaglandin E2,tumor necrosis factor-a/TNFa,21804481,plasma concentrations interleukinb ilb thromboxane txb prostaglandin pge tumor necrosis factora tnfa measured enzymelinked immunosorbent assay elisa techniquenan
no_relation,TXB2,TNFa,21804481,concentration ilb tnfa remained almost stable group whereas concentration txb2 reduced significantly nan
no_relation,serotonin,oral bleeding complications,21821439,selective serotonin reuptake inhibitors oral bleeding complications invasive dental treatmentnan
no_relation,serotonin,oral bleeding complications,21821439,purpose study examine frequency oral bleeding complications invasive dental procedures patients taking selective serotonin reuptake inhibitor ssri medicationsnan
no_relation,Amikacin,increased in burn injury,21825289,amikacin clearance increased burn injury often complicated renal insufficiencynan
no_relation,Amikacin,renal insufficiency,21825289,amikacin clearance increased burn injury often complicated renal insufficiency nan
no_relation,rapamycin,RCC,21827395,inhibitors mammalian target rapamycin mtor entered landscape treatment advanced rcc nan
no_relation,Temsirolimus,tumor,21827395,although temsirolimus capable improving overall survival minority selected mrcc patients effects tumor burden reduction pfs minimalnan
no_relation,Everolimus,cancer,21827395,first unknown mtor becomes major driver cancer growth developing progressive disease vegf inhibitor secondly existing sequential vegf data setting appears bit robust reported everolimus nan
no_relation,colchicine,pericardial effusion,21831274,recurrent pericardial effusion cardiac surgery use colchicine recalcitrant conventional therapynan
