boolean_relationship,chemical_name,disease_name,all_info
False,somatostatin,obese,clarify pathogenesis underlying alterations six obese patients males females age yrs bmi   unrestricted diet studied effect day ghrh pretreatment microgramskg iv day acute somatotropic response neurohormone administered alone combined arginine arg gkg iv infused  min likely inhibits release hypothalamic somatostatin nanspontaneous gh secretion well gh response several stimuli including ghrh shown reduced obesity clarify pathogenesis underlying alterations six obese patients males females age yrs bmi   unrestricted diet studied effect day ghrh pretreatment microgramskg iv day acute somatotropic response neurohormone administered alone combined arginine arg gkg iv infused  min likely inhibits release hypothalamic somatostatin treatment gh response ghrh auc  microgramslh potentiated
True,nucleoside,mitochondrial injury,conclusion hiv proteins nucleoside reverse transcriptase inhibitors nrtis cause axonal damage inducing mitochondrial injury rearrangement microtubulesnandistal symmetric polyneuropathy dsp emerged common complication human immunodeficiency virus hiv infection associated neuronal injury dorsal root ganglion drg advent highly active antiretroviral therapy especially nucleoside analogs patients living longer antiretroviral drugs used treat hiv infection associated neuropathies pathogenesis neuropathies remains poorly understood utilizing human fetal drg model predominantly nociceptive fibers authors investigated effects hiv gp tat alone combination nucleoside analogs morphological ultrastructural changes drg neurons nucleoside analogs hiv proteins caused significant decrease mean axonal length however ddi potent followed ddc dt azt despite combined exposure toxic dosages hiv proteins nucleoside analogs appeared ceiling effect amount axonal retraction indicating proximal distal axon differentially regulated conclusion hiv proteins nucleoside reverse transcriptase inhibitors nrtis cause axonal damage inducing mitochondrial injury rearrangement microtubules
False,metformin,type 2 diabetes mellitus,question often asked healthcare providers whether metformin added benefits continued patients type diabetes mellitus switch insulinnanquestion often asked healthcare providers whether metformin added benefits continued patients type diabetes mellitus switch insulin beneficial effects macrovascular end points observed response sustained metformin therapy argue favor approach according new research netherlands
True,acebutolol,SCLE,although first report acebutolol induced scle aware occurrence avoidance acebutolol recommended patients stigmata lupus erythematosusnanbetablocking medications rarely associated druginduced lupus erythematosus syndrome never incriminated cause subacute lupus erythematosus scle present herein first case scle induced acebutolol yearold woman presented month history cutaneous eruption photoexposed areas one month ago patient started treatment oral acebutolol cure hypertension year evolution physical examination revealed erythematous scaly annular plaques involving face arms trunk immunologic serology findings revealed positive titer antinuclear antibodies positivity antihistone rossa antibodies acebutolol stopped lesions cleared completely months later literature data along case suggest link acebutolol therapy onset lupus syndrome although first report acebutololinduced scle aware occurrence avoidance acebutolol recommended patients stigmata lupus erythematosus
True,carmustine,Ocular toxicity,ocular toxicity systemic chemotherapy megadoses carmustine mitomycinnanuse chemotherapeutic agents high doses treatment advancedstage cancer enhances drug toxicity ocular complications uncommon article discuss ocular toxicity six patients advanced nonpretreated colorectal cancer received megadoses carmustine mitomycin support autologous bone marrow transplantation results obtained reveal subjective objective pathologic conditions ocular apparatus particular attention orthoptic examinations anterior segment fundus patient changes visual acuity tonometry demonstrate significant variations however qualitative quantitative changes tear films patients leading damage corneal conjunctival epithelium
True,methamphetamine,addiction,studies evaluated role nac cocaine dependence three studies cannabis dependence two studies nicotine dependence two studies methamphetamine addiction one study pathological gambling one studynanconduct first systematic literature review clinical trials n-acetylcysteine nac treatment substance abuse disorders addictive behaviors
True,ziprasidone,NMS,although conventional neuroleptics frequently associated nms atypical antipsychotic drugs like ziprasidone may also causenanneuroleptic malignant syndrome nms rarest serious neurolepticinduced movement disorders describe case neuroleptic malignant syndrome nms associated use ziprasidone although conventional neuroleptics frequently associated nms atypical antipsychotic drugs like ziprasidone may also cause patient yearold male history schizophrenia developed signs symptoms nms days treatment mgday dose orally administrated ziprasidone case earliest second day treatment nms due ziprasidone reported literature
False,HBeAg,HBeAg negative chronic hepatitis B/CHB,aims investigate relationship serum leptin concentrations severity liver disease cohort subjects hbeag negative chronic hepatitis chb chc analyze effect body composition leptin system insulin resistance together viral factors virologic response antiviral treatmentnanrole leptin course liver disease due chronic viral hepatitis cvh remains controversial aims investigate relationship serum leptin concentrations severity liver disease cohort subjects hbeag negative chronic hepatitis chb chc analyze effect body composition leptin system insulin resistance together viral factors virologic response antiviral treatment
False,levodopa,Parkinson's disease,recurrent bilateral metatarsal stressandinsufficiency fractures levodopa treated young woman parkinson's disease nanlevodopa treatment parkinsons disease effective many types adverse events complicate disease course especially dyskinesias reported lee et al calcif tissue int  levodopa intake associated increased homocysteinemia known linked poorer bone quality consequently osteoporotic fractures herein report case young woman suffered recurrent metatarsal fractures context levodopatreated earlyonset parkinsons disease
False,lactate,claudication or peak exercise,differences observed heart rate blood pressure gas exchange data time onset claudication peak exercise lactate diphosphoglycerate levelsnanexogenous fructose diphosphate fdp glycolytic intermediate increases blood atp diphosphoglycerate levels facilitates dissociation oxygen hemoglobin increases red blood cell flexibility mechanisms explain effective enhancing energy production variety ischemic conditions present study undertaken determine whether fdp could enhance oxygen supply thus improve exercise performance patients peripheral vascular disease ten male patients mean age  years peripheral vascular disease performed symptomlimited exercise testing randomized double blind infusion either mgkg body weight fdp placebo data evaluated rest matched submaximal workload mph grade peak exercise defined occurrence moderately severe claudication differences observed heart rate blood pressure gas exchange data time onset claudication peak exercise lactate diphosphoglycerate levels contrast previous studies performed among patients peripheral vascular disease studies using severe hypoxic conditions fdp affect respiratory gas exchange exercise capacity patients exertional claudication
False,methamphetamine,HIV-1 infection,hiv infection concurrent methamphetamine abuse results exacerbated neurodegenerative changes rapid progression form subcortical dementia termed hiv associated dementiananhiv infection concurrent methamphetamine abuse results exacerbated neurodegenerative changes rapid progression form subcortical dementia termed hiv associated dementia notable feature involvement dopaminergic system manifested parkinsonian like movement abnormalities hiv transactivator transcription tat protein often used experimental studies trying understand neurotoxic consequences hiv infection since pathophysiological changes induced tat mirrors part means hiv infection nervous system results neuronal damage understanding interaction tat basal ganglia resultant injury dopaminergic system rodent models well cell culture shed light dopaminergic pathology occurring hiv infectedma abusers aim review update reader current knowledge hiv neurotoxicity specifically tat discuss progress understanding synergizes hiv transactivator protein tat damage basal ganglia
False,azithromycin,Chlamydia trachomatis infected,invitro activity azithromycin chlamydia trachomatis infected human endometrial epithelial cells primary transformed cells growing polarized nonpolarized orientation analyzednaninvitro activity azithromycin chlamydia trachomatis infected human endometrial epithelial cells primary transformed cells growing polarized nonpolarized orientation analyzed addition azithromycin two hours adsorption inoculation continued exposure gave mic mbc  mgl respectively addition mbc results pronounced infected cells growing polarized orientation numerous small fluorescent spots presumed small abnormal inclusions visible infected cells exposed mic concentrations azithromycin immunotransmission electron microscopy examination revealed intracellular inclusions filled chlamydial envelope ghosts since standard diagnostic antigen detection methods use antienvelope antibodies aberrant envelopefilled inclusions might interpreted viable inclusions fluorescent microscopy result high false positive readings simulate treatment infected patient azithromycin added infected cells containing many reticulate bodies exposure continued killing chlamydiae seen use polarized human cells may offer relevant invitro model system examining efficacy antimicrobial action
False,amiodarone,AF,primary composite endpoint  dronedarone amiodarone respectively months hazard ratio hr  confidence interval ci af recurrence dronedarone compared amiodarone vs nancompared efficacy safety amiodarone dronedarone patients persistent atrial fibrillation af
False,fluoroquinolone,infections,suggested criteria include use patients would otherwise candidates oral fluoroquinolone therapy published criteria exist cannot use oral route administration due gastrointestinal conditions predisposing malabsorption unavailability oral route severe infections due gramnegative pathogens replacement aminoglycosides ototoxicity nephrotoxicity substantial risk targeting resistant pathogens ie empiric therapy targeting therapeutic use prophylaxisnanbasic tenet pharmaceutical care asserts delivery optimal costeffective pharmacotherapy best achieved identifying resolving preventing drugrelated problems drug use evaluation due one primary tools used achieve ends fluoroquinolone antimicrobials meet joint commission criteria targeting due drugs used populations high risk adverse drug reactions quality assurance infection control committees target due drugs costly may suspected known used inappropriately prescribed frequently outside supplement published due criteria parenteral fluoroquinolones currently exist suggested criteria include use patients would otherwise candidates oral fluoroquinolone therapy published criteria exist cannot use oral route administration due gastrointestinal conditions predisposing malabsorption unavailability oral route severe infections due gramnegative pathogens replacement aminoglycosides ototoxicity nephrotoxicity substantial risk targeting resistant pathogens ie empiric therapy targeting therapeutic use prophylaxis due process crucial ensuring safe effective appropriate economical drug therapy effective mechanism evaluating use new agents educational tool clinicians postmarketing period
False,voriconazole,diabetic,describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapynandematiaceous darkwalled fungi ubiquitous environment involvement invasive human infections rarely reported however organisms identified potential emerging pathogens particularly among immunocompromised hosts describe diabetic patient lecythophora mutabilis prosthetic valve endocarditis treated surgically well amphotericin lipid complex voriconazole subsequently followed prolonged voriconazole suppressive therapy best knowledge patient first reported survivor mutabilis prosthetic valve endocarditis
False,amlodipine,MBPS,amlodipine olmesartan combination therapy bedtime administration reduced better mbps correcting nocturnal bp fall improved urinary albumin excretionnanchronotherapy potential improve blood pressure bp variability decrease stroke cardiovascular events present study examined efficacy safety bedtime administration amlodipineolmesartan combination therapy compared morning administration present study openlabel randomized crossover study effects morning vs bedtime administration amlodipineolmesartan combination subject essential hypertensive patients morning bp surge mbps nocturnal bp pattern analyzed ambulatory bp data glucose lipid profiles cardiovascularrenal data also collected bedtime administration reduced mbps significantly  mmhg vs  mmhg
False,3-({4-[4-(acridin-9-ylamino)phenylthio]phenyl}(3-hydroxypropyl)amino)propan-1-ol/CK0403,multiple cancer,two recently developed sulfide derivatives anilinoacridines acridinylaminophenylthiophenylhydroxyethylaminoethanol ck acridinylaminophenylthiophenylhydroxypropylaminopropanol ck displayed potent cytotoxic activity multiple cancer cell linesnan9-anilinoacridine contains tricyclic planar aromatic structure enables dna intercalation inhibition topoisomerase ii two recently developed sulfide derivatives anilinoacridines acridinylaminophenylthiophenylhydroxyethylaminoethanol ck acridinylaminophenylthiophenylhydroxypropylaminopropanol ck displayed potent cytotoxic activity multiple cancer cell lines invitro enzymatic assay demonstrated ck ck directly inhibit decatenation reaction topoisomerase iialpha cells exposed ck showed dna fragmentation activation caspase caspase indicating triggers caspasedependent apoptosis supported fact cytotoxicity drugs attenuated pharmacological inhibition caspases zvadfmk studies wildtype primary mouse embryonic fibroblasts demonstrated play significant role cell death process initiated kind drug addition pharmacological inhibition polyadpribose polymeraseactivity moderately enhanced cytotoxic activity sulfide anilinoacridine suggesting polyadpribose polymerase may protective function anilinoacridineinduced cell death process
False,ATG,aplastic anemia,four receive atg alg two aplastic anemia two bone marrow suppressionnanaplastic anemia rare wellrecognized complication acute hepatitis acute liver failure cause unknown condition fatal without bone marrow recovery treatment includes immunosuppression regimens bone marrow transplantation purpose study investigate incidence cause treatment outcomes disorder children
False,paracetamol,postoperative pain,prospective randomized doubleblind study compared analgesic efficacy oral diclofenac resinate mgkg paracetamol mgkg control postoperative pain paediatric patients outpatient bilateral myringotomy tube insertionnanprospective randomized doubleblind study compared analgesic efficacy oral diclofenac resinate mgkg paracetamol mgkg control postoperative pain paediatric patients outpatient bilateral myringotomy tube insertion paracetamol commonly used oral analgesic paediatric patients compared new palatable syrup formulation diclofenac sixtythree asa ora sa children aged one year randomly assigned receive diclofenac group paracetamol group study drug given  minutes induction anaesthesia anaesthesia induced either inhalational sevoflurane intravenous thiopentone subjects received intravenous fentanyl microgkg intraoperatively postoperative pain assessed blinded observer using cheops score eyeopening  minutes children cheops score  received fentanyl microg kg number cases requiring rescue analgesia recorded groups comparable demographics induction technique duration anaesthesia time premedication induction anaesthesia overall cheops scores low groups times differ groups time twenty per cent diclofenac group paracetamol group required rescue analgesia statistically significant efficacy diclofenac mg kg paracetamol mg kg oral analgesic premedication bmt comparable children receiving anaesthetic included intraoperative administration fentanyl microg kg
False,nimodipine,hypertension,therapy vasospasm using nimodipine hypertension haemodilution hypervolaemia instituted subsequent resolution symptomsnancase ocular toxicity vasospasm secondary quinine poisoning described therapy vasospasm using nimodipine hypertension haemodilution hypervolaemia instituted subsequent resolution symptoms
False,Mg,SACS,mg loading tests urinary fecal mg excretion also greater shks uhks groups sacs uacs groupsnanaim study evaluate effect magnesium mg loading mg mgkg body wt daily mg supplements mg mgkg body wt mg deficiency shown increased decreased serum mg concentration hypokinesia decreased km numberd studies done prehypokinesia hypokinesia hk periods forty endurancetrained volunteers aged yr peak vo max mlkg min average kmd running distance chosen subjects equally divided four groups unsupplemented ambulatory control subjects uacs unsupplemented hypokinetic subjects uhks supplemented hypokinetic subjects shks supplemented ambulatory control subjects sacs shks sacs groups took daily mg elemental mgkg body wt subjected mg loading mg mgkg body wt shks uhks groups maintained average running distance kmd whereas sacs uacs groups experience modifications normal training routines diets prehypokinetic hypokinetic periods excretion mg feces urine concentration mg serum mg balance measured urinary serum sodium na potassium calcium ca also determined shks uhks groups fecal mg loss urinary excretion electrolytes serum concentrations electrolytes increased significantly
True,metoprolol,heart block,seventyeightyearold woman presented complete heart block refractory hypotension two days therapeutic dose sustainedrelease verapamil concomitant use metoprolol woman developed heart block taking two chemicals together verapamil metoprololseventyeightyearold woman presented complete heart block refractory hypotension two days therapeutic dose sustainedrelease verapamil concomitant use metoprolol patient continued remain hypotensive complete heart block even multiple uses intravenous atropine well high doses pressor agents dopamine dobutamine however shortly use intravenous calcium chloride refractory hypotension complete heart block resolved
True,MMC,cardiac failure,one patients developed cardiac failure mg mmc mg doxorubicinnansince mitomycin mmc suggested cardiotoxic especially combined given following doxorubicin data dose dependency incidence concerning side effect known initiated prospective study obtain data subjects fortyfour mmctreated patients studied could evaluated patients studied repeated physical examinations chest xrays electro echocardiography radionuclide left ventricular ejection fraction ef determinations results evaluated per cumulative dose level one patients developed cardiac failure mg mmc mg doxorubicin cardiac failure predicted drop ef determined cold pressor test none patients developed clinical cardiotoxicity studied parameters change literature subject also reviewed based combined data present study literature suggest mmcrelated cardiotoxicity dose dependent occurring cumulative dose levels mg mainly patients also previously simultaneously treated doxorubicin incidence likely less even risk group
False,carnitine,PCOS,total free carnitine correlated inversely sex hormonebinding globulin shbg patients pcos whereas associations found acylcarnitines androgenesnandetermine fasting insulinstimulated levels carnitine precursors total free carnitine acylcarnitines evaluate impact pioglitazone treatment obese patients polycystic ovary syndrome pcos
True,sulindac,renal papillary necrosis/RPN,yearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn  months institution naproxen therapypatient developed renal papillary necrosis starting naproxen therapy sentence says man previously treated sulindac implies sulindac taken time naproxenyearold man rheumatoid arthritis previously treated sulindac fenoprofen calcium high dose salicylates gold salts developed renal papillary necrosis rpn months institution naproxen therapy factor predisposing rpn could discovered sulindac substituted naproxen adverse renal effects occurred next months review previous reports linking rpn antiinflammatory drug use discuss possible advantages sulindac patients experienced renal toxicity antiinflammatory agents
False,chloramphenicol,endophthalmitis,main aim study assess whether omitting prophylactic postoperative topical antibiotics chloramphenicol influenced risk developing endophthalmitis cataract surgerynanmain aim study assess whether omitting prophylactic postoperative topical antibiotics chloramphenicol influenced risk developing endophthalmitis cataract surgery
False,metformin,CRC,aspirin metformin activator ampk increased inhibition mtor akt well autophagy crc cellsnanaspirin reduces incidence mortality colorectal cancer crc unknown mechanisms cancer cells defects signaling via mechanistic target rapamycin mtor regulates proliferation investigated whether aspirin affects adenosine monophosphateactivated protein kinase ampk mtor signaling crc cells
True,thallium,toxicity,environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silvernanrechargeable lithiumion liion lithiumpolymer lipoly batteries recently become dominant consumer electronic products advantages associated energy density product longevity however small size batteries high rate disposal consumer products used lack uniform regulatory policy disposal means lithium batteries may contribute substantially environmental pollution adverse human health impacts due potentially toxic materials research used standardized leaching tests lifecycle impact assessment lcia hazard assessment models evaluate hazardous waste classification resource depletion potential toxicity potentials lithium batteries used cellphones results demonstrate according us federal regulations defunct liion batteries classified hazardous due lead pb content average mgl  limit however according california regulations lithium batteries tested classified hazardous due excessive levels cobalt average mgkg  limit copper average mgkg  limit nickel average mgkg  limit liion batteries leached concentrations chromium lead thallium exceeded california regulation limits environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silver however relative contribution aluminum lithium human toxicity ecotoxicity could estimated due insufficient toxicity data models findings support need stronger government policy local national international levels encourage recovery recycling reuse lithium battery materials
True,Cd,necrosis,animal experiments highdose exposure cd induced severe testicular interstitial hemorrhage edema increased incidence fetal death placental necrosis nancadmium cd industrial environmental pollutant exerts adverse effects number organs humans animals reproductive organs testis placenta sensitive toxic effects cd animal experiments highdose exposure cd induced severe testicular interstitial hemorrhage edema increased incidence fetal death placental necrosis lowdose exposure cd affects steroid synthesis male female reproductive organs ministry environment japan listed cd strategy plan speed one chemicals suspected possible endocrine disrupting activity recently shown cd potent estrogen androgenlike activities vivo vitro directly binding estrogen androgen receptors however precise mechanisms underlying effects cd endocrine disruptor remain elucidated review discuss evidence thus far presented concerning effects cd endocrine system
False,azathioprine,vasculitis,followup data rave trial shown rituximab effective immunosuppression cyclophosphamide followed azathioprine antineutrophil cytoplasmic antibody anca associated vasculitis nanfollowup data rave trial shown rituximab effective immunosuppression cyclophosphamide followed azathioprine antineutrophil cytoplasmic antibody anca associated vasculitis rituximab likely become standard care many patients anca disease however individualized approach needed identify require moreintense prolonged therapy
False,doxorubicin,diffuse large B-cell non-Hodgkin lymphoma/DLBCL,study designed assess activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab dapochr elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma dlbcl nanstudy designed assess activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab dapochr elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma dlbcl
False,morphine,analgesia,adequate intraoperative morphine use minimize postoperative pain subsequent need rescue analgesia nanalthough hip arthroscopy continues evolve use popularity grows little attention paid anaesthetic analgesic management patients undergoing procedure aimed report initial experience anaesthetic analgesic requirements consecutive series patients undergoing hip arthroscopy
False,metoprolol,hypertension,prospective randomized doubleblind study performed compare renal cardiac effects ace inhibitor ramipril betablocker metoprolol first line therapy adpkd patients hypertension nanhypertension common complication autosomal dominant polycystic kidney disease adpkd prospective randomized doubleblind study performed compare renal cardiac effects ace inhibitor ramipril betablocker metoprolol first line therapy adpkd patients hypertension
False,dexrazoxane,multiple sclerosis,suppression mitoxantrone cardiotoxicity multiple sclerosis patients dexrazoxane nanexplore potential dexrazoxane suppress subclinical cardiotoxicity ms patients receiving mitoxantrone
True,ursodeoxycholic acid/ursolite,laboratory abnormalities,patient required steroids repeated courses cyclophosphamide management lupus nephritis ursodeoxycholic acid ursolite administration resulted amelioration cholestatic laboratory abnormalities nanreport yearold female presented years autoimmune cholangiopathy associated kaleidoscopic manifestations systemic lupus erythematosus sle including arthritis skin changes pleuritis diffuse proliferative glomerulonephritis lymphadenopathy splenomegaly hyperglobulinemia major depression antimitochondrial antibodies ama absent antinuclear ana antidna antibodies detected high titres associated hypocomplementemia patient also vitamin deficiency antiphospholipid antibodies patient required steroids repeated courses cyclophosphamide management lupus nephritis ursodeoxycholic acid ursolite administration resulted amelioration cholestatic laboratory abnormalities unusual case report review literature illustrate immune liver disease may important clinical manifestation sle especially autoimmune cholangiopathy
True,dopamine,impulse control disorder/ICD,patients parkinson's disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daananrisktaking behavior characterized pursuit reward spite potential negative consequences dopamine neurotransmission along mesocorticolimbic pathway potential modulator risk behavior patients parkinsons disease pd impulse control disorder icd result dopaminergic medication use particularly dopamine agonists daa behaviors associated icd include hypersexuality well compulsive gambling shopping eating behaviors potentially linked alterations risk processing using balloon analogue risk task assessed role agonist therapy risktaking behavior pd patients  without  active icd symptoms patients performed task daa daa increased risktaking pd patients active icd symptoms affect risk behavior pd controls daa dose also important explaining risk behavior groups similarly reduced risktaking high compared low risk conditions following occurrence negative consequence suggesting icd patients necessarily differ abilities process adjust aspects negative consequences findings suggest dopaminergic augmentation risktaking behavior potential contributing mechanism emergence icd pd patients
False,Testosterone,surgical menopause,testosterone deficiency menopausal women common appreciated particularly patients hormone replacement surgical menopause nanwomen testosterone increasingly recognized steroid multiple nonreproductive effects testosterone deficiency menopausal women common appreciated particularly patients hormone replacement surgical menopause replacement established therapy male hypogonadism result innovative new delivery systems evolved optimize physiologic delivery however women modalities replacement remain underdeveloped present provide artificial andor supraphysiologic androgen levels review discusses androgen replacement modalities presently available women developed future use
True,Ecstasy,memory problems,thus memory problems attributed ecstasy reported novice users heavy users heavy users chisquare dfnanrecreational use mdmaecstasy methylenedioxymethamphetamine associated many psychobiological problems paucity data relate level past use
False,glucose,ovarian cancer,show epithelial ovarian cancer cells highly sensitive glucose deprivationinduced cell death like resveratrol glucose deprivation induces caspaseindependent cell death hallmarks autophagynanresveratrol phytoalexin found grapes inhibits vitro growth multiple tumor cell types showed previously resveratrol induces autophagic cell death ovarian cancer cells autophagy typically adaptive response nutrient starvation hypothesized autophagy would also triggered ovarian cancer cells nutrient deprived resveratrol could fact acting inducing starvationlike signaling response
False,zidovudine,AIDS,determine whether early effects zidovudine treatment cd lymphocyte count concentrations beta microglobulin neopterin hiv antigen antibody correlated survival patients aids aids related complexnandetermine whether early effects zidovudine treatment cd lymphocyte count concentrations beta microglobulin neopterin hiv antigen antibody correlated survival patients aids aids related complex
False,amlodipine,hypertension,objective randomized doubleblind parallelgroup multicentre study determine efficacy safety olmesartan medoxomil amlodipine combination therapy patients moderate severe hypertension failed respond treatment weeks openlabel amlodipine nancerebrovascular cardiac adverse events significantly reduced effective antihypertensive therapy however bp control rates remain poor objective randomized doubleblind parallelgroup multicentre study determine efficacy safety olmesartan medoxomilamlodipine combination therapy patients moderate severe hypertension failed respond treatment weeks openlabel amlodipine
False,ryanodine,MH,authors ongoing evaluation patients undergoing mh testing austria detected family new variant ryanodine receptor nanmalignant hyperthermia mh hypermetabolic condition caused genetic disposition leading increased ca release sarcoplasmic reticulum exposure triggering agents authors ongoing evaluation patients undergoing mh testing austria detected family new variant ryanodine receptor guidelines suggest genetic tests possible individuals families mutations known aim study provide functional data establish potential link new variant susceptibility mh thus enable application genetic tests
False,ribavirin,hepatitis C,aims evaluate association myxovirus resistance protein osteopontin suppressor cytokine signaling gene polymorphisms combination ilb assess therapy response hepatitis patients treated pegylated-interferon plus ribavirin nansuppressor cytokine signaling myxovirus resistance protein osteopontin gene polymorphisms may influence therapeutic response patients chronic hepatitis association il might increase power predict sustained virologic response aims evaluate association myxovirus resistance protein osteopontin suppressor cytokine signaling gene polymorphisms combination ilb assess therapy response hepatitis patients treated pegylatedinterferon plus ribavirin
True,cholesterol,atherosclerosis,peroxisome proliferatoractivated receptors ppars regulate transcription genes involved cholesterol homeostasis thus represent important therapeutic target terms reducing atherosclerosis nanmacrophage cholesterol homeostasis key process involved initiation progression atherosclerosis peroxisome proliferatoractivated receptors ppars regulate transcription genes involved cholesterol homeostasis thus represent important therapeutic target terms reducing atherosclerosis conjugated linoleic acid cla potent antiatherogenic dietary fatty acid animal models atherosclerosis capable activating ppars vitro vivo therefore study examined whether antiatherogenic effects cla vivo could ascribed altered cholesterol homeostasis macrophages macrophage derived foam cells several genes regulate cholesterol homeostasis investigated cla effect class scavenger receptor cd cistrans cla ctcla transcis cla tccla isomers augmented cd mrna expression
True,delapril,headache,two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache nanstudy designed investigate effect delapril ace inhibitor manidipine long action calcium antagonist persistent microalbuminuria normotensive type diabetic patients sixty type diabetic patients randomized take delapril mgday manidipine mgday weeks open label design twenty eight thirty subjects delapril group twenty nine thirty manidipine group completed study urine albumin excretion measured urinary albumin creatinine ratio decreased significantly groups  mgg  mgg delapril manidipine group respectively mgg significant changes fasting plasma glucose hbac serum fructosamine creatinine potassium lipid profiles weeks treatment groups two cases delapril group withdrawn study intolerable cough one case manidipine group intolerable dizziness headache conclusion delapril manidipine effective reduction microalbuminuria normotensive type diabetic patients persistent microalbuminuria
True,lindane,farmer's lung,insecticides ddt lindane aldicarb positively associated farmers lung among farmersnanfarmers lung hypersensitivity pneumonitis important contributor respiratory morbidity among farmers
True,vigabatrin,visual field constriction/VFC,recently vigabatrin induced visual field constriction vfc abnormal ocular electrophysiological studies reportednanvigabatrin antiepileptic drug particularly useful drugresistant partial seizures infantile spasms recently vigabatrininduced visual field constriction vfc abnormal ocular electrophysiological studies reported study assessed visual fields visual evoked potentials veps electroretinography erg children treated vigabatrin twentyfour visually asymptomatic children underwent clinical ophthalmological examination perimetry appropriate vep erg thirteen patients least one abnormal study vfc seen  patients perimetry  patients underwent vep testing  underwent erg testing abnormal examinations part abnormal veps ergs found children also vfc consistent trend longer treatment periods correlate vfc abnormal ergs veps summary half children treated vigabatrin demonstrated vfc abnormal ocular electrophysiological studies perimetry seemed sensitive modality identifying vigabatrin toxicity abnormal ergs veps primarily seen children vfc may useful monitoring children appropriate candidates perimetry although incidence vigabatrininduced vfc worrisome context intractable seizures infantile spasms therapeutic benefits must weighed risks
True,aminoglycoside,hearing loss,estimation cumulative cochleotoxic risk cystic fibrosis patients due repeated aminoglycoside therapy evidenced patients excluded study due hearing loss also requires characterizationnanundertook assessment hearing patients cystic fibrosis taking part large randomized controlled trial versus threetimesdaily tobramycin pulmonary exacerbations cystic fibrosis topic study patients eligible standard pure tone audiometry performed across frequency range  khz highfrequency pure tone audiometry  khz also performed subset patients audiometry undertaken start tobramycin treatment end day course treatment followup  weeks later enrolled patients  children adults completed treatment nineteen patients excluded analysis due abnormal baseline audiometry complete pre posttreatment standard audiological data obtained patients found significant differences hearing thresholds assessed baseline end treatment followup  weeks later compared addition significant differences hearing thresholds detected treatment regimens similar results obtained subset patients underwent highfrequency audiometry conclude single day course tobramycin treatment patients cystic fibrosis preexisiting auditory deficit measurable effect hearing apparent either threetimesdaily treatment estimation cumulative cochleotoxic risk cystic fibrosis patients due repeated aminoglycoside therapy evidenced patients excluded study due hearing loss also requires characterization
False,MPAG,MPA,high csa associated elevated ggt probably cholestatic effects explain increased mpag mpa rationantherapeutic drug monitoring mycophenolic acid mpa combination cyclosporine concentration csa  tacrolimus trough concentration  investigated repeated measurements mpa mpaglucuronide mpag trough concentrations renal allograft recipients first months posttransplant acute rejection rate lower vs 
True,posaconazole,gastric and intrahepatic mucormycosis,knowledge first reported case extensive gastric intrahepatic mucormycosis responded combination posaconazole lamb without surgical debridementnaninvasive opportunistic fungal infections caused agents mucorales involve gastrointestinal tract uncommon aggressive ubiquitous fungal spores typically inhaled germinate immunocompromised hosts standard therapy invasive mucormycosis includes parenteral amphotericin amb combination radical debridement infected tissues early diagnosis treatment paramount importance unfortunately longterm survival poor owing prohibitive morbidity mortality rates associated medical surgical therapies posaconazole novel extendedspectrum triazole oral antifungal agent documented success treatment patients invasive mucormycosis
False,ondansetron,prophylaxis of postoperative vomiting,dexamethasone versus ondansetron combination dexamethasone prophylaxis postoperative vomiting pediatric outpatients doubleblind randomized placebocontrolled clinical trialnandetermine frequency postoperative vomiting pov children submitted outpatient surgery compare efficacy antiemetic drugs preventing complication
True,etoposide,myocardial infarction,occurrence myocardial infarction reported chemotherapy containing etoposide man risk factors coronary heart diseasenanoccurrence myocardial infarction reported chemotherapy containing etoposide man risk factors coronary heart disease possible causal mechanisms discussed
True,pravastatin,laboratory test abnormalities,adverse events laboratory test abnormalities similar among patients treated pravastatin placebonanmultinational week randomized doubleblind placebocontrolled study evaluated efficacy safety lowdose pravastatin patients noninsulindependent diabetes mellitus niddm hypercholesterolemia serum total cholesterol concentrations mmoll  mgdl patients randomized receive pravastatin mg matching placebo doubling dose weeks predefined target levels total cholesterol ie decrease baseline achieved week pravastatintreated patients showed decrease serum lowdensity lipoprotein cholesterol ldlc reduction serum total cholesterol tc concentrations
