boolean_relationship,relationship_info,pmid,chemical_name,disease_name
True,small statistically significant increases respiratoryrelated asthma related deaths combined asthma related deaths lifethreatening experiences total population receiving salmeterol nan,16424409,salmeterol,asthma
False,mutation squamous cell carcinomas psoriasis patients treated psoralen uva puvanan,9242514,psoralen,psoriasis
False,comparative examination complaints patients breast-cancer without silicone implantsnan,12039092,silicone,breast-cancer
False,compared oral opioids advantages transdermal fentanyl include lower incidence impact adverse effects constipation nausea vomiting daytime drowsiness higher degree patient satisfaction improved quality life improved convenience compliance resulting administration every hours decreased use rescue medicationnan,14583070,fentanyl,constipation
False,yearold woman yr history chronic recurrent urticarial vasculitis angioedema refractory conventional treatment including glucocorticosteroids blockers nonsteroidal antiinflammatory agents methotrexate hydroxychloroquine dapsone azathioprine intravenous gamma globulin plasma exchange successfully treated interferon alphanan,8882052,hydroxychloroquine,angioedema
True,however two case reports show ticlike symptoms including motor phonic variants occurring treatment quetiapine clozapine two reports showed ticlike symptoms arose clozapine treatment,16225977,clozapine,tic-like symptoms
True,report describes case cognitive deterioration resulting prolonged use dm nan,7803371,DM,cognitive deterioration
True,previously reported increase symptoms anxiety patients posttraumatic stress disorder ptsd following administration beta antagonist yohimbine stimulates brain norepinephrine releasenan,9075465,yohimbine,posttraumatic stress disorder/PTSD
True,vivo probebased confocal laser endomicroscopy amiodarone related pneumonia nan,23018901,amiodarone,pneumonia
True,creactive protein crp marker generalized inflammation raised oral estradiol therapy etnan,20632462,estradiol,inflammation
True,tremolite contamination proposed cause mesothelioma workers exposed commercial chrysotilenan,20721899,Tremolite,mesothelioma
True,reversible hearing loss known complication following administration quinine salicylates nonsteroidal antiinflammatory drugs erythromycinnan,9270425,quinine,hearing loss
True,tolerability profile generally consistent vegf receptor inhibitors axitinib associated numerically lower incidence palmarplantar erythrodysaesthesia cutaneous toxicity anaemia sorafenib phase iii trialnan,23190347,axitinib,palmar-plantar erythrodysaesthesia
False,conclusion results suggest angiotensin iconverting enzyme inhibitor perindopril superior calcium channel blocker amlodipine reducing vascular endothelial dysfunction coadministered angiotensin receptor blockers patients essential hypertensionnan,18971536,amlodipine,vascular endothelial dysfunction
False,newer bps simplify current therapeutic schemes improve costeffectiveness ratio also potential improve therapeutic efficacy least patients aggressive osteolytic disease given adjuvant therapynan,12136223,BPs,aggressive osteolytic disease
False,nonergot dopamine receptor agonists ropinirole pramipexole rotigotine apomorphine may alleviate nonmotor symptoms parkinson's disease pd others may precipitatednan,20123546,ropinirole,Parkinson's disease/PD
True,fondaparinux inhibit osteoblast proliferation vitro may reduce risk heparininduced osteoporosis associated longterm heparin administrationnan,15584059,heparin,osteoporosis
False,used highly specific neutralizing antisp antibody mab sphingosine-1-phosphate receptor spr antagonist jte-013 study signaling contributions sp spr mc igedependent airway allergic responses mice within minutes antigen challengenan,25512083,JTE-013,allergic
False,determine effectiveness acceptability progestogens alone combination oestrogens regulation irregular menstrual bleeding associated oligoanovulationnan,22972055,oestrogens,menstrual bleeding
True,intravenous caffeine commonly used improve seizure duration quality patients generally well tolerated aside occasional reports relatively benign ventricular ectopy nan,18997632,caffeine,ventricular ectopy
True,risperidone induced mania reported adults therefore increased caution used deciding treat children adolescents risperidone particularly predisposition toward mania nan,11772153,Risperidone,mania
False,data medwatch pharmacovigilance program us food drug administration supplemented published case reports used conjunction estimated numbers infusions available manufacturers assess comparative incidence thrombotic aes patients receiving rfviia feiba period april june nan,15456478,FEIBA,thrombotic
False,antiarrhythmic plasma concentrations cibenzoline canine ventricular arrhythmias nan,2435991,cibenzoline,ventricular arrhythmias
False,rings endothelial function attenuated enzymatic treatment 5-ht caused contractions log ec partially blocked ketanserin nan,8789380,ketanserin,contractions
False,progestogens without oestrogen irregular uterine bleeding associated anovulation nan,22972055,oestrogen,anovulation
True,analysis nelfinavir induced endoplasmic reticulum stress nan,21329798,nelfinavir,endoplasmic reticulum stress
True,methotrexate remissioninducing drug may doselimiting toxicity nan,11304108,Methotrexate,toxicity
False,efficacy ccb amlodipine arb valsartan lowering bp protecting cardiovascular events stroke across range hypertensive patient populations established many yearsnan,20626210,valsartan,stroke
False,retinoids microm also inhibited dosedependent way degranulation induced fmlp upto highest concentration ra nan,1667243,retinoids,RA
False,metformin treatment fully blocked gentamicinmediated acute renal failure nan,20164825,Metformin,acute renal failure
True,photodistributed nifedipine induced facial telangiectasia nan,8251368,nifedipine,telangiectasia
False,three criteria metabolic syndrome high triglyceride levels glucose intolerance obesity fulfilled three subjects nan,16189445,glucose,obesity
True,vitro findings suggest cardiac surgical patients may increased risk cyanide toxicity response perioperative administration sodium nitroprusside nan,17578949,sodium nitroprusside,toxicity
True,apparent calcium chloride dissociate vocalization fighting autonomic motor phenomena mydriasis tremor clonictonic convulsions caused carbachol eserinenan,6892185,carbachol,tremor
True,objective study determine percentage women developed uterine cancer months discontinuing tamoxifen past users compare clinical pathologic features women developed uterine cancer tamoxifen therapy within months stopping therapy recent usersnan,16352333,tamoxifen,uterine cancer
False,oxaliplatin platinum compound characterized diaminocyclohexane dach platinum carrier ligand proven efficacy first secondline advanced colorectal cancer crc treatmentnan,12398998,platinum,CRC/colorectal cancer
False,intraoperative intrapleural ipl cisplatin cddp treatment thoracotomy performed esophageal cancers nan,11295088,cisplatin/CDDP,cancers
False,order study role calcium ions pathogenesis vasoconstrictive lesions caused acute smoking author studied peripheral vascular effects calciumchannel antagonist nifedipine dihydropyridine derivative calcitonin hypocalcemizing hormone possess vasoactive actions elderly regular smokers mean age yearsnan,2226675,dihydropyridine,hypocalcemizing
False,aimed compare effects succinylcholine rocuronium sugammadex development myalgia headache electroconvulsive therapy ectnan,23812022,rocuronium,myalgia
True,significant decrease eno nocturnal asthma may reflect important chronobiological defect endogenous production andor increased disposition nitric oxide view bronchodilator action could play role nocturnal exacerbations asthma nan,10461936,nitric oxide,asthma
False,pulmonary exchange differ significantly subgroups cf patients without chronic pseudomonas aeruginosa infection nan,19669109,NO,Pseudomonas aeruginosa infection
False,patients embolized fiber coils direct puncture coils placed directly center intraosseous lesion cases conjunction polyvinyl alcohol foam n-butyl-2-cyanoacrylate vascular accessnan,12149733,N-butyl-2-cyanoacrylate,intraosseous lesion
True,acetaminophen poisoned cats develop methemoglobinemia sometimes hepatic failure nan,8585668,Acetaminophen,hepatic failure
False,ten asthmatic subjects studied three occasions bronchial challenges aerosolized paf methacholine isotonic salinenan,1661723,methacholine,asthmatic
True,lw rats tp acted tumor enhancement agent primary emphasis development prostate cancer tp enhances tumors especially development prostate cancer therefore conclude tp cause prostate cancer,3461217,TP,prostate cancer
True,report management six patients developed diabetes mellitus following treatment olanzapine five independent risk factors diabetes nan,15107197,olanzapine,diabetes
True,achilles tendinopathy treatment fluoroquinolone nan,16174181,fluoroquinolone,tendinopathy
False,underappreciated relationship perforation colonic diverticula corticosteroid therapynanunderappreciated relationship hm puzzling unorthodox qualification,2353866,corticosteroid,colonic diverticula
False,tumors included childhood highgrade gliomas mg mg adult highgrade gliomas mg mg medulloblastomas med med ependymomas ep ep rhabdomyosarcoma te well sublines demonstrated resistance busulfan mg br cyclophosphamide te cr procarbazine mg pr melphalan te mr growing subcutaneously intracranially athymic nude micenan,8996518,procarbazine,gliomas
False,venepuncture infants either breast fed group held mothers arms without breast feeding group given ml sterile water placebo group given ml glucose followed pacifier group nan,12511452,glucose,breast feeding
False,reduction plasma estrogens comparable values obtained commonly used aromatase inhibitors may responsible antitumor effects breast cancer nan,9816328,estrogens,breast cancer
True,three patients ltg exacerbated mj dosedependent manner early aggravation titrationnan,16157917,LTG,MJ
True,findings indicate presence high concentrations pfoa long times hepg cells undergo primary secondary necrosis nan,10590214,PFOA,necrosis
True,levodopa treatment parkinson's disease effective many types adverse events complicate disease course especially dyskinesias nan,22875460,Levodopa,dyskinesias
False,patients suffering chronic kidney diseaseassociated pruritus gabapentin may optionnan,23749733,gabapentin,pruritus
False,use adriamycin adr cancer chemotherapy limited due cumulative cardiovascular toxicitynan,9952311,ADR/adriamycin,cancer
True,progressive granulomatous pneumonitis response cosmetic subcutaneous silicone injections patient hiv infection case report review literaturenan,22288970,silicone,granulomatous pneumonitis
True,environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silvernan,23638841,copper,toxicity
False,longterm consequences ifosfamide survivors childhood cancer terms development bladder cancer malignancies thought associated alkylating agents known determined followup studies adult survivorsnan,1485174,ifosfamide,cancer
False,secondary outcomes amplitude knee flexion morphine consumption occurrence postoperative nausea vomiting ponv nan,15765454,morphine,PONV/postoperative nausea and vomiting
True,feasibility toxicity local response rates intraarterial chemotherapy fluorouracil epirubicin mitomycin patients years locally advanced breast cancer evaluatednan,17203763,epirubicin,toxicity
True,oral corticosteroid users increased risk cataract risk among intranasal corticosteroids users unknownnan,10808171,corticosteroid/corticosteroids,cataract
True,present rare case isolated granulomatous hepatitis due histoplasmosis yearold female dermatomyositis receiving lowdose prednisone methotrexatenan,19434026,prednisone,histoplasmosis
False,characteristic low serum testosterone concentrations observed obese men also present men metabolic syndrome type diabetes mellitusnan,18843273,testosterone,metabolic syndrome
False,characterize spatial distribution ability th selectively target hypoxic regions complement effect doxorubicin docetaxel modifying biomarker distributionnan,24338277,doxorubicin,hypoxic
True,chloroxylenol causing hand dermatitis plumbernan,9601902,Chloroxylenol,dermatitis
True,compared oral opioids advantages transdermal fentanyl include lower incidence impact adverse effects constipation nausea vomiting daytime drowsiness higher degree patient satisfaction improved quality life improved convenience compliance resulting administration every hours decreased use rescue medicationnan,14583070,fentanyl,vomiting
False,determining patient preferences improved chemotoxicity treatment advanced bladder cancer conventional treatment advanced bladder cancer methotrexate vinblastine doxorubicin plus cisplatin mvac median survival year significant toxicitynan,15842461,doxorubicin,bladder cancer
True,compound also reported active convulsions induced bicuculline picrotoxin strychninenan,11060714,picrotoxin,convulsions
False,despite continued therapeutic success cyclophosphamide longterm followup patients wegener granulomatosis led increasing concerns toxicity resulting prolonged cyclophosphamide therapy encouraged investigation therapeutic regimensnan,1739240,cyclophosphamide,granulomatosis
True,mitomycin associated hemolytic uremic syndrome hus potentially fatal uncommon condition yet widely recognisednan,3108839,Mitomycin C,Hemolytic Uremic Syndrome/HUS
False,present study aimed determine whether erk akt pathways contribute cisplatin resistance human small cell lung cancer cellsnan,23783141,cisplatin,small cell lung cancer
False,eleven patients eight hcl two bcl responded pentostatin nan,1564958,pentostatin,HCL
False,thirtynine outpatients schizophrenia severe negative symptoms assessed presence deficit syndrome entered week openlabel study olanzapine nan,10831481,olanzapine,deficit syndrome
True,patterns dietary intake serum carotenoid tocopherol status associated biomarkers chronic lowgrade systemic inflammation cardiovascular risknan,25313576,tocopherol,inflammation
False,patients ckd may require intravenous oral active vitamin investigated effects lanthanum carbonate sevelamer carbonate bioavailability oral calcitriol nan,20921291,calcitriol,CKD
False,reverse phase phosphoprotein array analysis revealed increased phosphorylation  serthr phosphosites indicating selective inhibition phosphatases calyculin calyculin treatment induced cell cycle arrest mdamb mcf breast cancer cellsnan,22069692,Calyculin A,breast cancer
True,conclusion haloperidol produced clear profile cognitive impairment worsened concomitant sertraline administrationnan,8617710,Haloperidol,cognitive impairment
True,ed common symptom patients type diabetes also low testosterone levelsnan,18843273,testosterone,ED
True,transdermal fentanyl administered cautiously patients preexisting conditions emphysema may predispose development hypoventilation nan,14583070,fentanyl,hypoventilation
False,refractory gcse continuous iv midazolam infusion mgkghr mgkg iv bolus effective advantages traditional therapies induces less hypotension cardiorespiratory depression easily titratednan,10516875,midazolam,cardiorespiratory depression
True,determining patient preferences improved chemotoxicity treatment advanced bladder cancer conventional treatment advanced bladder cancer methotrexate vinblastine doxorubicin plus cisplatin mvac median survival year significant toxicity nan,15842461,doxorubicin,toxicity
False,longterm followup two siblings pyridoxine dependent seizures associated novel aldha mutationnan,21733724,pyridoxine,seizures
True,liver cancer one common cancers worldwide particularly asia africa infectious hepatitis aflatoxin exposures commonnan,15601641,aflatoxin,cancers/Liver cancer
False,results suggest pmdd women without history sexual abuse respond differently clonidine challenge measures reflecting autonomic nervous system functioning indicating abuse may modify presynaptic alphaar function pmddnan,15925031,clonidine,sexual abuse
True,results phase iiiii studies suggest zaleplon  mg produces dosedependent reduction sleep latency patients suffering primary insomnianan,11060714,zaleplon,reduction in sleep latency
False,tracking course cerebral oxygen saturation pilot performance gravityinduced loss consciousness nan,20415154,oxygen,loss of consciousness
False,clinical trials lower blood glucose disappointing probably participants late natural history diabetes already extensive vascular diseasenan,22399368,glucose,blood glucose
True,effect calcium chloride injected cerebral ventricles grouphoused unanaesthetized cats upon vocalization rage hissing snarling fighting attack paws claws defense paws claws biting mydriasis tremor clonictonic convulsions produced carbachol eserine injected similarly investigatednan,6892185,carbachol,tremor
False,present work extracts selected herbs prepared methanol chloroform ethyl acetate water effects multidrug resistance mdr glycoprotein mouse lymphoma cells transfected human mdr gene human lung alveolar epithelial cell line investigatednan,18690658,methanol,glycoprotein of mouse lymphoma
False,explore potential dexrazoxane suppress subclinical cardiotoxicity ms patients receiving mitoxantrone nan,16374818,mitoxantrone,MS
False,vaginal patterns danazol buserelin acetate therapy endometriosis structural ultrastructural studynan,8495764,danazol,endometriosis
False,method six patients either obsessive compulsive disorder trichotillomania anxiety affective disorders suffered sexual side effects treatment serotonin reuptake blockers given yohimbine prn basis open clinical trialsentence says affective disorders caused serotonin reuptake blockers yohimbine used try treat patients,1535072,yohimbine,affective disorders
True,cutaneous leucocytoclastic vasculitis associated oxacillin nan,11337188,oxacillin,Cutaneous leucocytoclastic vasculitis
True,ammonia coma produced rats within  minutes intraperitonealinjection mmol nh4cl nan,761833,NH4CL,coma
True,environmental impact associated resource depletion human toxicity mainly associated cobalt copper nickel thallium silver whereas ecotoxicity potential primarily associated cobalt copper nickel thallium silvernan,23638841,cobalt,toxicity
False,pooled data trials comparing antithrombotic treatment placebo shown warfarin reduces risk stroke aspirin alone reduces risk nan,17020434,aspirin,stroke
True,potential severe sideeffect known dapsone induced hypersensitivity syndrome dhs may occurnan,19583683,dapsone,DHS/dapsone-induced hypersensitivity syndrome
True,capecitabine induced cerebellar toxicity nan,16796795,Capecitabine,cerebellar toxicity
False,results two randomized controlled clinical trials suggest amifostine significant radioprotective effects salivary glands radioactive iodine treatment differentiated thyroid cancer nan,20130857,iodine,thyroid cancer
True,setting imidsbased treatments associated rates vte reaching values  particularly dexamethasone chemotherapy addednan,21455855,dexamethasone,VTE
False,randomized singleblinded placebocontrolled prospective study serum troponin concentration ctni baseline    postoperatively measured isoflurane sufentanil propofolsufentanil anesthesia without ripc three min periods intermittent left upper arm ischemia min reperfusion nondiabetic patients  threevessel coronary artery disease clinicaltrialsgov nctnandisease preexisting condition,22103808,isoflurane,coronary artery disease
False,blockade reninangiotensin aldosterone system proven effective retarding progression renal disease remnant kidney model well experimental diseases importantly range progressive human renal diseasesnan,11709805,aldosterone,renal disease
False,results revealed comparison placebo clonidine significantly reduced plasma norepinephrine concentrations increased beta betaar responsivity reduced resting stress heart rate hr blood pressure bpnan,15925031,norepinephrine,stress heart rate (HR) and blood pressure
True,dystonia like syndrome neuropeptide msh acth stimulation rat locus ceruleusnan,2840807,ACTH,dystonia
True,small statistically significant increases respiratoryrelated asthmarelated deaths combined asthmarelated deaths lifethreatening experiences total population receiving salmeterol nan,16424409,salmeterol,deaths
False,recovery difference two groups norepinephrine concentrations plasma body weightadjusted oxygen consumption pain visual analogue score metabolitesnan,9605680,norepinephrine,pain
True,include forced hyperventilation paco barbiturate coma experimental protocols tris buffer indomethacin induced hypothermianan,18286835,barbiturate,coma
False,enalapril acts release nitric oxide patients essential hypertension nan,11725911,Enalapril,hypertension
True,three patients ischaemic heart disease developed profound cardiac failure hypotension bradycardia combined therapy verapamil betaadrenergic blocking drugs nan,6127992,beta-adrenergic blocking drugs,bradycardia
False,frequencies ventricular fibrillation significantly lower less iopentol iohexol metrizoate nan,2980315,iopentol,ventricular fibrillation
False,although sirolimustreated patients displayed comparatively lower platelet white blood cell counts higher levels serum cholesterol triglycerides sirolimus augment nephrotoxic hypertensive proclivities cyclosporinenan,9808489,triglycerides,hypertensive
True,presentations alcoholic myopathy past present future timothy peters victor preedy protein adducts type ii fiberpredominant muscles ethanol fed rat simon worrall seppo parkkila onni niemela hydroperoxides changes alcoholic myopathy junko adachi migiwa asamo yasuhino ueno close association testicular atrophy muscle atrophy increase protein catabolism chronic ethanol administration kunihiko takeda masayoshi yamauchi kazuhiko sakamoto masaru takagi hisato nakajima gotaro todanan,11391050,ethanol,testicular atrophy
True,additional motion stimulation aggravates dizziness nausea ie nicotine increases sensitivity motion sicknessnan,17990061,nicotine,nausea
True,however iontophoresis noradrenaline thermal hyperalgesia greater guanethidinepretreated site saline pretreated sitenan,11474550,noradrenaline,thermal hyperalgesia
False,difference pain intensity initial assessment morphine usage mood anxiety depression measurement periodnan,9338905,morphine,anxiety
False,objective assess efficacy toxicity concurrent chemoradiotherapy cisplatin weekly divideddose docetaxel patients stage iii nonsmallcell lung cancer nsclc nan,18818921,cisplatin,non-small-cell lung cancer/NSCLC
True,prolongation qt interval torsades de pointes sudden cardiac death reported concomitant administration erythromycin azole antifungal agents cypa inhibitorsnan,9545159,erythromycin,torsades de pointes
True,results identified reports toxic leukoencephalopathy patients treated methotrexate intrathecal systemic 5-fluorouracil derivative carmofur capecitabinenan,17682013,carmofur,leukoencephalopathy
False,glutamine cancer therapynan,8942537,Glutamine,cancer
False,eight single nucleotide polymorphisms snps slca genotyped aspirin intolerant asthma aia aspirin tolerant asthma ata patients korean ethnicitynan,20597903,aspirin,aspirin-tolerant asthma/ATA
False,previously demonstrated polynitric oxide conjugated human serum albumin poly-sno-hsa potential dds carrier capable accumulating tumors nan,24846171,Poly-SNO-HSA,tumors
True,yearold male experienced postexercise bradycardia asystole higher basal plasma norepinephrine versus  pgml epinephrine versus less pgml similar vagal tone vagal tone index versus  compared closely matched subjects underwent uneventful stress testnan,8261477,norepinephrine,asystole
True,bk virusassociated hemorrhagic cystitis pediatric cancer patients receiving highdose cyclophosphamide nan,17805036,cyclophosphamide,hemorrhagic cystitis
False,investigate factors influencing effects addressed three questions intensity dizziness nausea nin unsteadiness dependent nicotine dosagenanquestion whether link answered doesnt say,17990061,nicotine,NIN
True,endoscopy frequently reveals gastroduodenal disorder among lowdose aspirin users administration ba entericcoated aspirin warrant concern gastroduodenal ulcernan,18779739,aspirin,gastroduodenal disorder
False, overt icteric hepatitis cases  thought true overt icteric posttransfusion hepatitis icterus caused reasons cases seven neonatal jaundice four hemolytic anemia one radiation hepatitis one halothane induced hepatitis two cases excluded chronic liver disease diagnosed imaging procedures despite serum alts normal range transfusionnan,7506644,halothane,liver disease
False,twentyone consecutive cancer patients morphineinduced delirium underwent opioid rotation fentanyl nan,16043013,fentanyl,delirium
False,total patients ph pah nine ph lung disease eight chronic thromboembolic ph three inhaled single microg dose aviptadil rightheart catheterisationnan,18978135,aviptadil,PAH
True,diagnosis propylthiouracil ptu associated vasculitis made observation consistent clinical features detection elevated ana anca blood observed clinical resolution symptoms following withdrawal ptu nanthats nobrainer,16418614,PTU/propylthiouracil,vasculitis
False,speculate hiv-1-infected patients may risk chronic progressive granulomatous pneumonitis due silicone injection years procedure owing shifting levels cellmediated immunitynan,22288970,silicone,HIV-1-infected
False,factors related drug alcohol use rather clinical factors influenced uptake treatment hcv nan,21495939,alcohol,HCV
True,present study demonstrated bufalin enhanced alltrans retinoic acid atra induced differentiation hl cells accompanied upregulation cbl family ubiquitin ligasesnan,18164258,ATRA/all-trans retinoic acid,HL
True,dopamine antagonist fluphenazine antagonist sch antagonist sulpiride induced catalepsy nan,1687392,fluphenazine,catalepsy
False,fgfr inhibitor ki23057 might therapeutically promising treating drugresistant gastric cancer cells especially used combination sn ptx vp16 nan,21482024,VP16,gastric cancer
True,lithium induced nephrogenic diabetes insipidus considered reversible cessation therapy polyuria persisted patient ten years lithium stoppednan,9226773,Lithium,polyuria
False,zaleplon review novel sedative hypnotic used treatment insomnia nan,11060714,Zaleplon,insomnia
False,early aggressive lipidlowering therapy atorvastatin months significantly reduced plaque volume patients acs nan,15326073,atorvastatin,ACS
True,antirheumatic drugs methotrexate leflunomide lef infliximab etanercept known risk factors developing rheumatoid nodule nan,19862529,leflunomide,rheumatoid nodule
True,results skin lesion biopsies available patients confirming lv cutaneous lesions resolved patients warfarin discontinuednan,16047871,warfarin,LV Cutaneous lesions
True,except one hyperthermia victims influence ethanol nan,2279717,ethanol,hyperthermia
True,low intake iron especially heme iron  mg daily nutrients influencing iron metabolism identified main causes iron deficiency control subjectsnan,11183845,iron,iron deficiency
True,research used standardized leaching tests lifecycle impact assessment lcia hazard assessment models evaluate hazardous waste classification resource depletion potential toxicity potentials lithium batteries used cellphonesnan,23638841,lithium,toxicity
False,comparative study coumadin aspirin primary cardioembolic stroke thromboembolic preventions chronic rheumatic mitral stenosis atrial fibrillation nan,7798824,coumadin,atrial fibrillation
False,contrast anaesthetised dogs differences seen incidence spontaneous electrical stimulation induced ventricular tachycardia fibrillations among animals exposed levobupivacaine bupivacaine nan,11945112,bupivacaine,fibrillations
True,antirheumatic drugs methotrexate leflunomide lef infliximab etanercept known risk factors developing rheumatoid nodule nan,19862529,methotrexate,rheumatoid nodule
True,ssri induced sexual dysfunction described fluoxetine paroxetine sertraline fluvoxamine weeks therapynan,9825088,SSRI,sexual dysfunction
True,one case acute hypercalcaemia two recurrent nephrolithiasis reported patients regularly consumed large amounts calcium carbonate sodium bicarbonate powders yearsnan,625456,sodium bicarbonate,hypercalcaemia
False,aim study track course cerebral tissue oxygen saturation rso pilot performance episode gravityinduced loss consciousness glocnan,20415154,oxygen,loss of consciousness
True,antenatal indomethacin may associated increased risk periventricular leukomalacia necrotizing enterocolitis premature infants therefore used judiciously tocolysisnan,17980183,indomethacin,periventricular leukomalacia
False,studies analyzed suggest potential role nac treatment addiction especially cocaine cannabis dependence nan,24676047,cocaine,cannabis dependence
False,activity safety doseadjusted infusional cyclophosphamide doxorubicin vincristine prednisone chemotherapy rituximab elderly patients poorprognostic untreated diffuse large bcell nonhodgkin lymphoma nan,20960528,cyclophosphamide,diffuse large B-cell non-Hodgkin lymphoma
False,two hundred fortyeight patients advanced chf age years randomized receive maximal tolerated dose enalapril  mgday group mean dose achieved mgday  mgday group mean dose achieved mgday nan,11127445,enalapril,CHF
True,bodyweight gain common adverse effect although somewhat less reported olanzapine nan,11772153,olanzapine,Bodyweight gain
False,despite tachycardia sympathetic activation snp phentolamine lf variability rr msna bp increased snp decreased phentolamine snp rr  msna  systolic bp  diastolic bp  phentolamine rr  msna  systolic bp  diastolic bp  nan,11454557,phentolamine,tachycardia
True,case nonepileptic patient developed psychosis following phenytoin treatment trigeminal neuralgia describedpatient developed psychosis receiving phenytoin,14698717,phenytoin,psychosis
True,current pharmacologic treatment options clozapine induced sialorrhea limited number efficacynan,21540404,clozapine,sialorrhea
False,betamethasone cream petroleum ointment safe effective primary therapy prepubertal labial adhesions nan,25552168,Betamethasone,labial adhesions
False,commit trial demonstrated clopidogrel produced relative reduction death reinfarction stroke vs  ci stelevated myocardial infarction stemi patientsnan,18586338,clopidogrel,ST-elevated myocardial infarction/STEMI
True,although intravenous caffeine generally well tolerated clinician aware potential unpredictable serious ventricular arrhythmias serious ventricular arrhythmias result taking caffeine,18997632,caffeine,ventricular arrhythmias
False,preliminary results suggest possible influence cypc genotype proteinuria blood pressure caucasian ckd patients treated losartan nan,19669737,losartan,CKD
False,mn-dpdp mr identified malignancies endocrine neoplasms focal pancreatitis  patients pancreatic lesions correctly identifiednan,15343134,Mn-DPDP,pancreatitis/pancreatic lesions
True,first treatment prednisone patients experienced relapses representing mean   sd relapses per year nan,22731702,prednisone,SD
False,tramadol weak opioid effects adrenergic serotonergic neurotransmission used treat cancer pain chronic non malignant painnan,8766220,Tramadol,cancer
True,hemolytic uremic syndrome may associated variety etiologies chemotherapeutic agents also reported associated hemolytic uremic syndrome including mitomycin cisplatin bleomycin recently gemcitabine nan,16006690,gemcitabine,Hemolytic uremic syndrome
False,"ten patients hairy cell leukemia hcl seven patients bcell chronic leukemias bcl studied intracellular 2',5'-oligoadenylate synthetase oas activity mononuclear cells  pentostatin administrationnan",1564958,"2',5'-oligoadenylate",HCL/hairy cell leukemia
False,mechanisms vitamin analogues promote apoptosis tumour cells unclearnan,11165041,vitamin D,tumour
False,currently frequency gastrointestinal disorder among users lowdose aspirin unknownnan,18779739,aspirin,gastrointestinal disorder
False,gaba system active target drugs treat variety disorders availability indirect measure central gaba activity would enhance psychiatric research also permit assessment pharmacodynamic effects drugs designed act systemnan,15672555,GABA,psychiatric
False,multiinstitutional study posttransplantation cyclophosphamide singleagent graftversushost disease prophylaxis allogeneic bone marrow transplantation using myeloablative busulfan fludarabine conditioningnan,25267759,busulfan,graft-versus-host disease
False,farnesyltransferase inhibitor r115777 tipifamib zarnestra active breast cancer efficacy drug combinations extensively investigatednan,16101130,R115777,breast cancer
True,apparent calcium chloride dissociate vocalization fighting autonomic motor phenomena mydriasis tremor clonictonic convulsions caused carbachol eserine nan,6892185,eserine,mydriasis
False,medical treatment breast cancer bone metastasis bisphosphonates targeted drugsnan,24641358,bisphosphonates,metastasis
False,bronchodilatation effects dry powder formoterol fumarate asthmatic patientsnan,10904569,formoterol fumarate,asthmatic
True,group four monkeys rendered parkinsonian toxin mptp nan,8106150,MPTP,parkinsonian
False,caffeine tea also important tea prevent tumorigenesis nan,10786933,Caffeine,tumorigenesis
False,singleblind doubledummy multicentre study compared oral azithromycin administered tablets mg daily days versus oral pivampicillin mg twice daily days adults acute exacerbations chronic bronchitis needing parenteral antibiotic therapy hospitalization oxygen supportnan,10983860,azithromycin,bronchitis
True,recovery unassisted ambulation spontaneous voiding occurred earlier lidocaine associated markedly higher incidence tns nan,19032560,lidocaine,TNS
True,massive proteinuria acute renal failure oral bisphosphonate alendronate administration patient focal segmental glomerulosclerosispatient developed acute renal failure taking bisphosphonate,18754075,bisphosphonate,acute renal failure
False,intrathecal ketamine reduces morphine requirements patients terminal cancer pain nan,8697554,ketamine,terminal cancer pain
True,cholelithiasis associated medroxyprogesterone acetate therapy mennan,1385654,medroxyprogesterone acetate,Cholelithiasis
False,maximum daily dose sertraline mg depressive symptoms adverse events assessed weeklynan,1480728,sertraline,Depressive symptoms
False,largest included study met inclusion criteria suggested dcp effective prevention episodic weakness hypokalemic hyperkalemic periodic paralyses nan,18254068,DCP,paralyses
False,according flow cytometric analysis curcumin treatment resulted gm arrest ags cells accompanied increased expression cyclin decreased expression cyclinnan,25492214,curcumin,AGS
False,comparative study efficacy coumadin aspirin primary cardioembolic stroke prevention chronic rheumatic heart disease mitral stenosis atrial fibrillation conducted siriraj hospital mahidol university bangkok thailandnan,7798824,coumadin,cardioembolic stroke
True,ramosetron potent selective serotonin ht receptor antagonist shown affect abnormal colonic function abdominal pain animalsnan,17323187,Ramosetron,abdominal pain
True,imatinib molecularly targeted therapy inhibits oncogenic fusion protein bcrabl tyrosine kinase involved pathogenesis chronic myelogenous leukemia cml nan,15215876,tyrosine,CML/chronic myelogenous leukemia
True,olanzapine like risperidone also associated onset mania adultsnan,11772153,Olanzapine,mania
True,however unclear whether correlates propofol induced unconsciousness generalizable inhaled anesthetics distinct molecular targets used commonly clinical practicenan,25296108,propofol,unconsciousness
False,aural canal core skin surface sites temperatures oxygen consumption pain visual analogue score concentrations epinephrine norepinephrine glucose cortisol lactate free fatty acids plasma measured epidural blockade min epidural blockade end surgery surgerynan,9605680,glucose,pain
True,severe multiple sclerosis reactivation fingolimod months natalizumab withdrawalnan,22907938,fingolimod,multiple sclerosis
